t,plant,axis,phytomer,organ,element,green_area
1009.0,1.0,MS,3,Lamina,exposed,0.000288304428571
1009.0,1.0,MS,3,Sheath,exposed,0.00013748
1009.0,1.0,MS,4,Peduncle,exposed,0.000220716
1009.0,1.0,MS,4,Peduncle,enclosed,0.00159
1009.0,1.0,MS,5,Chaff,exposed,4.48e-05
1010.0,1.0,MS,1,Internode,exposed,6.61428571429e-05
1010.0,1.0,MS,1,Internode,enclosed,0.001129
1010.0,1.0,MS,1,Lamina,exposed,0.00139386
1010.0,1.0,MS,1,Sheath,exposed,0.000425902714286
1010.0,1.0,MS,2,Internode,enclosed,0.0004
1010.0,1.0,MS,2,Lamina,exposed,0.000973357571429
1010.0,1.0,MS,2,Sheath,exposed,0.000208175142857
1010.0,1.0,MS,3,Internode,enclosed,0.00025
1010.0,1.0,MS,3,Lamina,exposed,0.000286458857143
1010.0,1.0,MS,3,Sheath,exposed,0.000136658
1010.0,1.0,MS,4,Peduncle,exposed,0.000219342
1010.0,1.0,MS,4,Peduncle,enclosed,0.00159
1010.0,1.0,MS,5,Chaff,exposed,4.45e-05
1011.0,1.0,MS,1,Internode,exposed,6.57142857143e-05
1011.0,1.0,MS,1,Internode,enclosed,0.001129
1011.0,1.0,MS,1,Lamina,exposed,0.0013856
1011.0,1.0,MS,1,Sheath,exposed,0.000423632571429
1011.0,1.0,MS,2,Internode,enclosed,0.0004
1011.0,1.0,MS,2,Lamina,exposed,0.000967352857143
1011.0,1.0,MS,2,Sheath,exposed,0.000206927714286
1011.0,1.0,MS,3,Internode,enclosed,0.00025
1011.0,1.0,MS,3,Lamina,exposed,0.000284613285714
1011.0,1.0,MS,3,Sheath,exposed,0.000135836
1011.0,1.0,MS,4,Peduncle,exposed,0.000217968
1011.0,1.0,MS,4,Peduncle,enclosed,0.00159
1011.0,1.0,MS,5,Chaff,exposed,4.42e-05
1012.0,1.0,MS,1,Internode,exposed,6.52857142857e-05
1012.0,1.0,MS,1,Internode,enclosed,0.001129
1012.0,1.0,MS,1,Lamina,exposed,0.00137734
1012.0,1.0,MS,1,Sheath,exposed,0.000421362428571
1012.0,1.0,MS,2,Internode,enclosed,0.0004
1012.0,1.0,MS,2,Lamina,exposed,0.000961348142857
1012.0,1.0,MS,2,Sheath,exposed,0.000205680285714
1012.0,1.0,MS,3,Internode,enclosed,0.00025
1012.0,1.0,MS,3,Lamina,exposed,0.000282767714286
1012.0,1.0,MS,3,Sheath,exposed,0.000135014
1012.0,1.0,MS,4,Peduncle,exposed,0.000216594
1012.0,1.0,MS,4,Peduncle,enclosed,0.00159
1012.0,1.0,MS,5,Chaff,exposed,4.39e-05
1013.0,1.0,MS,1,Internode,exposed,6.48571428571e-05
1013.0,1.0,MS,1,Internode,enclosed,0.001129
1013.0,1.0,MS,1,Lamina,exposed,0.00136908
1013.0,1.0,MS,1,Sheath,exposed,0.000419092285714
1013.0,1.0,MS,2,Internode,enclosed,0.0004
1013.0,1.0,MS,2,Lamina,exposed,0.000955343428571
1013.0,1.0,MS,2,Sheath,exposed,0.000204432857143
1013.0,1.0,MS,3,Internode,enclosed,0.00025
1013.0,1.0,MS,3,Lamina,exposed,0.000280922142857
1013.0,1.0,MS,3,Sheath,exposed,0.000134192
1013.0,1.0,MS,4,Peduncle,exposed,0.00021522
1013.0,1.0,MS,4,Peduncle,enclosed,0.00159
1013.0,1.0,MS,5,Chaff,exposed,4.36e-05
1014.0,1.0,MS,1,Internode,exposed,6.44285714286e-05
1014.0,1.0,MS,1,Internode,enclosed,0.001129
1014.0,1.0,MS,1,Lamina,exposed,0.00136082
1014.0,1.0,MS,1,Sheath,exposed,0.000416822142857
1014.0,1.0,MS,2,Internode,enclosed,0.0004
1014.0,1.0,MS,2,Lamina,exposed,0.000949338714286
1014.0,1.0,MS,2,Sheath,exposed,0.000203185428571
1014.0,1.0,MS,3,Internode,enclosed,0.00025
1014.0,1.0,MS,3,Lamina,exposed,0.000279076571429
1014.0,1.0,MS,3,Sheath,exposed,0.00013337
1014.0,1.0,MS,4,Peduncle,exposed,0.000213846
1014.0,1.0,MS,4,Peduncle,enclosed,0.00159
1014.0,1.0,MS,5,Chaff,exposed,4.33e-05
1015.0,1.0,MS,1,Internode,exposed,6.4e-05
1015.0,1.0,MS,1,Internode,enclosed,0.001129
1015.0,1.0,MS,1,Lamina,exposed,0.00135256
1015.0,1.0,MS,1,Sheath,exposed,0.000414552
1015.0,1.0,MS,2,Internode,enclosed,0.0004
1015.0,1.0,MS,2,Lamina,exposed,0.000943334
1015.0,1.0,MS,2,Sheath,exposed,0.000201938
1015.0,1.0,MS,3,Internode,enclosed,0.00025
1015.0,1.0,MS,3,Lamina,exposed,0.000277231
1015.0,1.0,MS,3,Sheath,exposed,0.000132548
1015.0,1.0,MS,4,Peduncle,exposed,0.000212472
1015.0,1.0,MS,4,Peduncle,enclosed,0.00159
1015.0,1.0,MS,5,Chaff,exposed,4.3e-05
1016.0,1.0,MS,1,Internode,exposed,6.35714285714e-05
1016.0,1.0,MS,1,Internode,enclosed,0.001129
1016.0,1.0,MS,1,Lamina,exposed,0.00134463
1016.0,1.0,MS,1,Sheath,exposed,0.000412360714286
1016.0,1.0,MS,2,Internode,enclosed,0.0004
1016.0,1.0,MS,2,Lamina,exposed,0.000937582285714
1016.0,1.0,MS,2,Sheath,exposed,0.000200741428571
1016.0,1.0,MS,3,Internode,enclosed,0.00025
1016.0,1.0,MS,3,Lamina,exposed,0.000275467
1016.0,1.0,MS,3,Sheath,exposed,0.000131759714286
1016.0,1.0,MS,4,Peduncle,exposed,0.000211156428571
1016.0,1.0,MS,4,Peduncle,enclosed,0.00159
1016.0,1.0,MS,5,Chaff,exposed,4.27285714286e-05
1017.0,1.0,MS,1,Internode,exposed,6.31428571429e-05
1017.0,1.0,MS,1,Internode,enclosed,0.001129
1017.0,1.0,MS,1,Lamina,exposed,0.0013367
1017.0,1.0,MS,1,Sheath,exposed,0.000410169428571
1017.0,1.0,MS,2,Internode,enclosed,0.0004
1017.0,1.0,MS,2,Lamina,exposed,0.000931830571429
1017.0,1.0,MS,2,Sheath,exposed,0.000199544857143
1017.0,1.0,MS,3,Internode,enclosed,0.00025
1017.0,1.0,MS,3,Lamina,exposed,0.000273703
1017.0,1.0,MS,3,Sheath,exposed,0.000130971428571
1017.0,1.0,MS,4,Peduncle,exposed,0.000209840857143
1017.0,1.0,MS,4,Peduncle,enclosed,0.00159
1017.0,1.0,MS,5,Chaff,exposed,4.24571428571e-05
1018.0,1.0,MS,1,Internode,exposed,6.27142857143e-05
1018.0,1.0,MS,1,Internode,enclosed,0.001129
1018.0,1.0,MS,1,Lamina,exposed,0.00132877
1018.0,1.0,MS,1,Sheath,exposed,0.000407978142857
1018.0,1.0,MS,2,Internode,enclosed,0.0004
1018.0,1.0,MS,2,Lamina,exposed,0.000926078857143
1018.0,1.0,MS,2,Sheath,exposed,0.000198348285714
1018.0,1.0,MS,3,Internode,enclosed,0.00025
1018.0,1.0,MS,3,Lamina,exposed,0.000271939
1018.0,1.0,MS,3,Sheath,exposed,0.000130183142857
1018.0,1.0,MS,4,Peduncle,exposed,0.000208525285714
1018.0,1.0,MS,4,Peduncle,enclosed,0.00159
1018.0,1.0,MS,5,Chaff,exposed,4.21857142857e-05
1019.0,1.0,MS,1,Internode,exposed,6.22857142857e-05
1019.0,1.0,MS,1,Internode,enclosed,0.001129
1019.0,1.0,MS,1,Lamina,exposed,0.00132084
1019.0,1.0,MS,1,Sheath,exposed,0.000405786857143
1019.0,1.0,MS,2,Internode,enclosed,0.0004
1019.0,1.0,MS,2,Lamina,exposed,0.000920327142857
1019.0,1.0,MS,2,Sheath,exposed,0.000197151714286
1019.0,1.0,MS,3,Internode,enclosed,0.00025
1019.0,1.0,MS,3,Lamina,exposed,0.000270175
1019.0,1.0,MS,3,Sheath,exposed,0.000129394857143
1019.0,1.0,MS,4,Peduncle,exposed,0.000207209714286
1019.0,1.0,MS,4,Peduncle,enclosed,0.00159
1019.0,1.0,MS,5,Chaff,exposed,4.19142857143e-05
1020.0,1.0,MS,1,Internode,exposed,6.18571428571e-05
1020.0,1.0,MS,1,Internode,enclosed,0.001129
1020.0,1.0,MS,1,Lamina,exposed,0.00131291
1020.0,1.0,MS,1,Sheath,exposed,0.000403595571429
1020.0,1.0,MS,2,Internode,enclosed,0.0004
1020.0,1.0,MS,2,Lamina,exposed,0.000914575428571
1020.0,1.0,MS,2,Sheath,exposed,0.000195955142857
1020.0,1.0,MS,3,Internode,enclosed,0.00025
1020.0,1.0,MS,3,Lamina,exposed,0.000268411
1020.0,1.0,MS,3,Sheath,exposed,0.000128606571429
1020.0,1.0,MS,4,Peduncle,exposed,0.000205894142857
1020.0,1.0,MS,4,Peduncle,enclosed,0.00159
1020.0,1.0,MS,5,Chaff,exposed,4.16428571429e-05
1021.0,1.0,MS,1,Internode,exposed,6.14285714286e-05
1021.0,1.0,MS,1,Internode,enclosed,0.001129
1021.0,1.0,MS,1,Lamina,exposed,0.00130498
1021.0,1.0,MS,1,Sheath,exposed,0.000401404285714
1021.0,1.0,MS,2,Internode,enclosed,0.0004
1021.0,1.0,MS,2,Lamina,exposed,0.000908823714286
1021.0,1.0,MS,2,Sheath,exposed,0.000194758571429
1021.0,1.0,MS,3,Internode,enclosed,0.00025
1021.0,1.0,MS,3,Lamina,exposed,0.000266647
1021.0,1.0,MS,3,Sheath,exposed,0.000127818285714
1021.0,1.0,MS,4,Peduncle,exposed,0.000204578571429
1021.0,1.0,MS,4,Peduncle,enclosed,0.00159
1021.0,1.0,MS,5,Chaff,exposed,4.13714285714e-05
1022.0,1.0,MS,1,Internode,exposed,6.1e-05
1022.0,1.0,MS,1,Internode,enclosed,0.001129
1022.0,1.0,MS,1,Lamina,exposed,0.00129705
1022.0,1.0,MS,1,Sheath,exposed,0.000399213
1022.0,1.0,MS,2,Internode,enclosed,0.0004
1022.0,1.0,MS,2,Lamina,exposed,0.000903072
1022.0,1.0,MS,2,Sheath,exposed,0.000193562
1022.0,1.0,MS,3,Internode,enclosed,0.00025
1022.0,1.0,MS,3,Lamina,exposed,0.000264883
1022.0,1.0,MS,3,Sheath,exposed,0.00012703
1022.0,1.0,MS,4,Peduncle,exposed,0.000203263
1022.0,1.0,MS,4,Peduncle,enclosed,0.00159
1022.0,1.0,MS,5,Chaff,exposed,4.11e-05
1023.0,1.0,MS,1,Internode,exposed,6.0625e-05
1023.0,1.0,MS,1,Internode,enclosed,0.001129
1023.0,1.0,MS,1,Lamina,exposed,0.00129039
1023.0,1.0,MS,1,Sheath,exposed,0.00039736275
1023.0,1.0,MS,2,Internode,enclosed,0.0004
1023.0,1.0,MS,2,Lamina,exposed,0.000898251625
1023.0,1.0,MS,2,Sheath,exposed,0.00019255775
1023.0,1.0,MS,3,Internode,enclosed,0.00025
1023.0,1.0,MS,3,Lamina,exposed,0.00026340775
1023.0,1.0,MS,3,Sheath,exposed,0.0001263685
1023.0,1.0,MS,4,Peduncle,exposed,0.000202161
1023.0,1.0,MS,4,Peduncle,enclosed,0.00159
1023.0,1.0,MS,5,Chaff,exposed,4.0875e-05
1024.0,1.0,MS,1,Internode,exposed,6.025e-05
1024.0,1.0,MS,1,Internode,enclosed,0.001129
1024.0,1.0,MS,1,Lamina,exposed,0.00128373
1024.0,1.0,MS,1,Sheath,exposed,0.0003955125
1024.0,1.0,MS,2,Internode,enclosed,0.0004
1024.0,1.0,MS,2,Lamina,exposed,0.00089343125
1024.0,1.0,MS,2,Sheath,exposed,0.0001915535
1024.0,1.0,MS,3,Internode,enclosed,0.00025
1024.0,1.0,MS,3,Lamina,exposed,0.0002619325
1024.0,1.0,MS,3,Sheath,exposed,0.000125707
1024.0,1.0,MS,4,Peduncle,exposed,0.000201059
1024.0,1.0,MS,4,Peduncle,enclosed,0.00159
1024.0,1.0,MS,5,Chaff,exposed,4.065e-05
1025.0,1.0,MS,1,Internode,exposed,5.9875e-05
1025.0,1.0,MS,1,Internode,enclosed,0.001129
1025.0,1.0,MS,1,Lamina,exposed,0.00127707
1025.0,1.0,MS,1,Sheath,exposed,0.00039366225
1025.0,1.0,MS,2,Internode,enclosed,0.0004
1025.0,1.0,MS,2,Lamina,exposed,0.000888610875
1025.0,1.0,MS,2,Sheath,exposed,0.00019054925
1025.0,1.0,MS,3,Internode,enclosed,0.00025
1025.0,1.0,MS,3,Lamina,exposed,0.00026045725
1025.0,1.0,MS,3,Sheath,exposed,0.0001250455
1025.0,1.0,MS,4,Peduncle,exposed,0.000199957
1025.0,1.0,MS,4,Peduncle,enclosed,0.00159
1025.0,1.0,MS,5,Chaff,exposed,4.0425e-05
1026.0,1.0,MS,1,Internode,exposed,5.95e-05
1026.0,1.0,MS,1,Internode,enclosed,0.001129
1026.0,1.0,MS,1,Lamina,exposed,0.00127041
1026.0,1.0,MS,1,Sheath,exposed,0.000391812
1026.0,1.0,MS,2,Internode,enclosed,0.0004
1026.0,1.0,MS,2,Lamina,exposed,0.0008837905
1026.0,1.0,MS,2,Sheath,exposed,0.000189545
1026.0,1.0,MS,3,Internode,enclosed,0.00025
1026.0,1.0,MS,3,Lamina,exposed,0.000258982
1026.0,1.0,MS,3,Sheath,exposed,0.000124384
1026.0,1.0,MS,4,Peduncle,exposed,0.000198855
1026.0,1.0,MS,4,Peduncle,enclosed,0.00159
1026.0,1.0,MS,5,Chaff,exposed,4.02e-05
1027.0,1.0,MS,1,Internode,exposed,5.9125e-05
1027.0,1.0,MS,1,Internode,enclosed,0.001129
1027.0,1.0,MS,1,Lamina,exposed,0.00126375
1027.0,1.0,MS,1,Sheath,exposed,0.00038996175
1027.0,1.0,MS,2,Internode,enclosed,0.0004
1027.0,1.0,MS,2,Lamina,exposed,0.000878970125
1027.0,1.0,MS,2,Sheath,exposed,0.00018854075
1027.0,1.0,MS,3,Internode,enclosed,0.00025
1027.0,1.0,MS,3,Lamina,exposed,0.00025750675
1027.0,1.0,MS,3,Sheath,exposed,0.0001237225
1027.0,1.0,MS,4,Peduncle,exposed,0.000197753
1027.0,1.0,MS,4,Peduncle,enclosed,0.00159
1027.0,1.0,MS,5,Chaff,exposed,3.9975e-05
1028.0,1.0,MS,1,Internode,exposed,5.875e-05
1028.0,1.0,MS,1,Internode,enclosed,0.001129
1028.0,1.0,MS,1,Lamina,exposed,0.00125709
1028.0,1.0,MS,1,Sheath,exposed,0.0003881115
1028.0,1.0,MS,2,Internode,enclosed,0.0004
1028.0,1.0,MS,2,Lamina,exposed,0.00087414975
1028.0,1.0,MS,2,Sheath,exposed,0.0001875365
1028.0,1.0,MS,3,Internode,enclosed,0.00025
1028.0,1.0,MS,3,Lamina,exposed,0.0002560315
1028.0,1.0,MS,3,Sheath,exposed,0.000123061
1028.0,1.0,MS,4,Peduncle,exposed,0.000196651
1028.0,1.0,MS,4,Peduncle,enclosed,0.00159
1028.0,1.0,MS,5,Chaff,exposed,3.975e-05
1029.0,1.0,MS,1,Internode,exposed,5.8375e-05
1029.0,1.0,MS,1,Internode,enclosed,0.001129
1029.0,1.0,MS,1,Lamina,exposed,0.00125043
1029.0,1.0,MS,1,Sheath,exposed,0.00038626125
1029.0,1.0,MS,2,Internode,enclosed,0.0004
1029.0,1.0,MS,2,Lamina,exposed,0.000869329375
1029.0,1.0,MS,2,Sheath,exposed,0.00018653225
1029.0,1.0,MS,3,Internode,enclosed,0.00025
1029.0,1.0,MS,3,Lamina,exposed,0.00025455625
1029.0,1.0,MS,3,Sheath,exposed,0.0001223995
1029.0,1.0,MS,4,Peduncle,exposed,0.000195549
1029.0,1.0,MS,4,Peduncle,enclosed,0.00159
1029.0,1.0,MS,5,Chaff,exposed,3.9525e-05
1030.0,1.0,MS,1,Internode,exposed,5.8e-05
1030.0,1.0,MS,1,Internode,enclosed,0.001129
1030.0,1.0,MS,1,Lamina,exposed,0.00124377
1030.0,1.0,MS,1,Sheath,exposed,0.000384411
1030.0,1.0,MS,2,Internode,enclosed,0.0004
1030.0,1.0,MS,2,Lamina,exposed,0.000864509
1030.0,1.0,MS,2,Sheath,exposed,0.000185528
1030.0,1.0,MS,3,Internode,enclosed,0.00025
1030.0,1.0,MS,3,Lamina,exposed,0.000253081
1030.0,1.0,MS,3,Sheath,exposed,0.000121738
1030.0,1.0,MS,4,Peduncle,exposed,0.000194447
1030.0,1.0,MS,4,Peduncle,enclosed,0.00159
1030.0,1.0,MS,5,Chaff,exposed,3.93e-05
1031.0,1.0,MS,1,Internode,exposed,5.75714285714e-05
1031.0,1.0,MS,1,Internode,enclosed,0.001129
1031.0,1.0,MS,1,Lamina,exposed,0.00123646285714
1031.0,1.0,MS,1,Sheath,exposed,0.000382370571429
1031.0,1.0,MS,2,Internode,enclosed,0.0004
1031.0,1.0,MS,2,Lamina,exposed,0.000859232571429
1031.0,1.0,MS,2,Sheath,exposed,0.000184427
1031.0,1.0,MS,3,Internode,enclosed,0.00025
1031.0,1.0,MS,3,Lamina,exposed,0.000251469714286
1031.0,1.0,MS,3,Sheath,exposed,0.000121013142857
1031.0,1.0,MS,4,Peduncle,exposed,0.000193241428571
1031.0,1.0,MS,4,Peduncle,enclosed,0.00159
1031.0,1.0,MS,5,Chaff,exposed,3.90428571429e-05
1032.0,1.0,MS,1,Internode,exposed,5.71428571429e-05
1032.0,1.0,MS,1,Internode,enclosed,0.001129
1032.0,1.0,MS,1,Lamina,exposed,0.00122915571429
1032.0,1.0,MS,1,Sheath,exposed,0.000380330142857
1032.0,1.0,MS,2,Internode,enclosed,0.0004
1032.0,1.0,MS,2,Lamina,exposed,0.000853956142857
1032.0,1.0,MS,2,Sheath,exposed,0.000183326
1032.0,1.0,MS,3,Internode,enclosed,0.00025
1032.0,1.0,MS,3,Lamina,exposed,0.000249858428571
1032.0,1.0,MS,3,Sheath,exposed,0.000120288285714
1032.0,1.0,MS,4,Peduncle,exposed,0.000192035857143
1032.0,1.0,MS,4,Peduncle,enclosed,0.00159
1032.0,1.0,MS,5,Chaff,exposed,3.87857142857e-05
1033.0,1.0,MS,1,Internode,exposed,5.67142857143e-05
1033.0,1.0,MS,1,Internode,enclosed,0.001129
1033.0,1.0,MS,1,Lamina,exposed,0.00122184857143
1033.0,1.0,MS,1,Sheath,exposed,0.000378289714286
1033.0,1.0,MS,2,Internode,enclosed,0.0004
1033.0,1.0,MS,2,Lamina,exposed,0.000848679714286
1033.0,1.0,MS,2,Sheath,exposed,0.000182225
1033.0,1.0,MS,3,Internode,enclosed,0.00025
1033.0,1.0,MS,3,Lamina,exposed,0.000248247142857
1033.0,1.0,MS,3,Sheath,exposed,0.000119563428571
1033.0,1.0,MS,4,Peduncle,exposed,0.000190830285714
1033.0,1.0,MS,4,Peduncle,enclosed,0.00159
1033.0,1.0,MS,5,Chaff,exposed,3.85285714286e-05
1034.0,1.0,MS,1,Internode,exposed,5.62857142857e-05
1034.0,1.0,MS,1,Internode,enclosed,0.001129
1034.0,1.0,MS,1,Lamina,exposed,0.00121454142857
1034.0,1.0,MS,1,Sheath,exposed,0.000376249285714
1034.0,1.0,MS,2,Internode,enclosed,0.0004
1034.0,1.0,MS,2,Lamina,exposed,0.000843403285714
1034.0,1.0,MS,2,Sheath,exposed,0.000181124
1034.0,1.0,MS,3,Internode,enclosed,0.00025
1034.0,1.0,MS,3,Lamina,exposed,0.000246635857143
1034.0,1.0,MS,3,Sheath,exposed,0.000118838571429
1034.0,1.0,MS,4,Peduncle,exposed,0.000189624714286
1034.0,1.0,MS,4,Peduncle,enclosed,0.00159
1034.0,1.0,MS,5,Chaff,exposed,3.82714285714e-05
1035.0,1.0,MS,1,Internode,exposed,5.58571428571e-05
1035.0,1.0,MS,1,Internode,enclosed,0.001129
1035.0,1.0,MS,1,Lamina,exposed,0.00120723428571
1035.0,1.0,MS,1,Sheath,exposed,0.000374208857143
1035.0,1.0,MS,2,Internode,enclosed,0.0004
1035.0,1.0,MS,2,Lamina,exposed,0.000838126857143
1035.0,1.0,MS,2,Sheath,exposed,0.000180023
1035.0,1.0,MS,3,Internode,enclosed,0.00025
1035.0,1.0,MS,3,Lamina,exposed,0.000245024571429
1035.0,1.0,MS,3,Sheath,exposed,0.000118113714286
1035.0,1.0,MS,4,Peduncle,exposed,0.000188419142857
1035.0,1.0,MS,4,Peduncle,enclosed,0.00159
1035.0,1.0,MS,5,Chaff,exposed,3.80142857143e-05
1036.0,1.0,MS,1,Internode,exposed,5.54285714286e-05
1036.0,1.0,MS,1,Internode,enclosed,0.001129
1036.0,1.0,MS,1,Lamina,exposed,0.00119992714286
1036.0,1.0,MS,1,Sheath,exposed,0.000372168428571
1036.0,1.0,MS,2,Internode,enclosed,0.0004
1036.0,1.0,MS,2,Lamina,exposed,0.000832850428571
1036.0,1.0,MS,2,Sheath,exposed,0.000178922
1036.0,1.0,MS,3,Internode,enclosed,0.00025
1036.0,1.0,MS,3,Lamina,exposed,0.000243413285714
1036.0,1.0,MS,3,Sheath,exposed,0.000117388857143
1036.0,1.0,MS,4,Peduncle,exposed,0.000187213571429
1036.0,1.0,MS,4,Peduncle,enclosed,0.00159
1036.0,1.0,MS,5,Chaff,exposed,3.77571428571e-05
1037.0,1.0,MS,1,Internode,exposed,5.5e-05
1037.0,1.0,MS,1,Internode,enclosed,0.001129
1037.0,1.0,MS,1,Lamina,exposed,0.00119262
1037.0,1.0,MS,1,Sheath,exposed,0.000370128
1037.0,1.0,MS,2,Internode,enclosed,0.0004
1037.0,1.0,MS,2,Lamina,exposed,0.000827574
1037.0,1.0,MS,2,Sheath,exposed,0.000177821
1037.0,1.0,MS,3,Internode,enclosed,0.00025
1037.0,1.0,MS,3,Lamina,exposed,0.000241802
1037.0,1.0,MS,3,Sheath,exposed,0.000116664
1037.0,1.0,MS,4,Peduncle,exposed,0.000186008
1037.0,1.0,MS,4,Peduncle,enclosed,0.00159
1037.0,1.0,MS,5,Chaff,exposed,3.75e-05
1038.0,1.0,MS,1,Internode,exposed,5.47142857143e-05
1038.0,1.0,MS,1,Internode,enclosed,0.001129
1038.0,1.0,MS,1,Lamina,exposed,0.00118581714286
1038.0,1.0,MS,1,Sheath,exposed,0.000368211
1038.0,1.0,MS,2,Internode,enclosed,0.0004
1038.0,1.0,MS,2,Lamina,exposed,0.000822677857143
1038.0,1.0,MS,2,Sheath,exposed,0.000176796857143
1038.0,1.0,MS,3,Internode,enclosed,0.00025
1038.0,1.0,MS,3,Lamina,exposed,0.000240312142857
1038.0,1.0,MS,3,Sheath,exposed,0.000115989857143
1038.0,1.0,MS,4,Peduncle,exposed,0.000184890285714
1038.0,1.0,MS,4,Peduncle,enclosed,0.00159
1038.0,1.0,MS,5,Chaff,exposed,3.72714285714e-05
1039.0,1.0,MS,1,Internode,exposed,5.44285714286e-05
1039.0,1.0,MS,1,Internode,enclosed,0.001129
1039.0,1.0,MS,1,Lamina,exposed,0.00117901428571
1039.0,1.0,MS,1,Sheath,exposed,0.000366294
1039.0,1.0,MS,2,Internode,enclosed,0.0004
1039.0,1.0,MS,2,Lamina,exposed,0.000817781714286
1039.0,1.0,MS,2,Sheath,exposed,0.000175772714286
1039.0,1.0,MS,3,Internode,enclosed,0.00025
1039.0,1.0,MS,3,Lamina,exposed,0.000238822285714
1039.0,1.0,MS,3,Sheath,exposed,0.000115315714286
1039.0,1.0,MS,4,Peduncle,exposed,0.000183772571429
1039.0,1.0,MS,4,Peduncle,enclosed,0.00159
1039.0,1.0,MS,5,Chaff,exposed,3.70428571429e-05
1040.0,1.0,MS,1,Internode,exposed,5.41428571429e-05
1040.0,1.0,MS,1,Internode,enclosed,0.001129
1040.0,1.0,MS,1,Lamina,exposed,0.00117221142857
1040.0,1.0,MS,1,Sheath,exposed,0.000364377
1040.0,1.0,MS,2,Internode,enclosed,0.0004
1040.0,1.0,MS,2,Lamina,exposed,0.000812885571429
1040.0,1.0,MS,2,Sheath,exposed,0.000174748571429
1040.0,1.0,MS,3,Internode,enclosed,0.00025
1040.0,1.0,MS,3,Lamina,exposed,0.000237332428571
1040.0,1.0,MS,3,Sheath,exposed,0.000114641571429
1040.0,1.0,MS,4,Peduncle,exposed,0.000182654857143
1040.0,1.0,MS,4,Peduncle,enclosed,0.00159
1040.0,1.0,MS,5,Chaff,exposed,3.68142857143e-05
1041.0,1.0,MS,1,Internode,exposed,5.38571428571e-05
1041.0,1.0,MS,1,Internode,enclosed,0.001129
1041.0,1.0,MS,1,Lamina,exposed,0.00116540857143
1041.0,1.0,MS,1,Sheath,exposed,0.00036246
1041.0,1.0,MS,2,Internode,enclosed,0.0004
1041.0,1.0,MS,2,Lamina,exposed,0.000807989428571
1041.0,1.0,MS,2,Sheath,exposed,0.000173724428571
1041.0,1.0,MS,3,Internode,enclosed,0.00025
1041.0,1.0,MS,3,Lamina,exposed,0.000235842571429
1041.0,1.0,MS,3,Sheath,exposed,0.000113967428571
1041.0,1.0,MS,4,Peduncle,exposed,0.000181537142857
1041.0,1.0,MS,4,Peduncle,enclosed,0.00159
1041.0,1.0,MS,5,Chaff,exposed,3.65857142857e-05
1042.0,1.0,MS,1,Internode,exposed,5.35714285714e-05
1042.0,1.0,MS,1,Internode,enclosed,0.001129
1042.0,1.0,MS,1,Lamina,exposed,0.00115860571429
1042.0,1.0,MS,1,Sheath,exposed,0.000360543
1042.0,1.0,MS,2,Internode,enclosed,0.0004
1042.0,1.0,MS,2,Lamina,exposed,0.000803093285714
1042.0,1.0,MS,2,Sheath,exposed,0.000172700285714
1042.0,1.0,MS,3,Internode,enclosed,0.00025
1042.0,1.0,MS,3,Lamina,exposed,0.000234352714286
1042.0,1.0,MS,3,Sheath,exposed,0.000113293285714
1042.0,1.0,MS,4,Peduncle,exposed,0.000180419428571
1042.0,1.0,MS,4,Peduncle,enclosed,0.00159
1042.0,1.0,MS,5,Chaff,exposed,3.63571428571e-05
1043.0,1.0,MS,1,Internode,exposed,5.32857142857e-05
1043.0,1.0,MS,1,Internode,enclosed,0.001129
1043.0,1.0,MS,1,Lamina,exposed,0.00115180285714
1043.0,1.0,MS,1,Sheath,exposed,0.000358626
1043.0,1.0,MS,2,Internode,enclosed,0.0004
1043.0,1.0,MS,2,Lamina,exposed,0.000798197142857
1043.0,1.0,MS,2,Sheath,exposed,0.000171676142857
1043.0,1.0,MS,3,Internode,enclosed,0.00025
1043.0,1.0,MS,3,Lamina,exposed,0.000232862857143
1043.0,1.0,MS,3,Sheath,exposed,0.000112619142857
1043.0,1.0,MS,4,Peduncle,exposed,0.000179301714286
1043.0,1.0,MS,4,Peduncle,enclosed,0.00159
1043.0,1.0,MS,5,Chaff,exposed,3.61285714286e-05
1044.0,1.0,MS,1,Internode,exposed,5.3e-05
1044.0,1.0,MS,1,Internode,enclosed,0.001129
1044.0,1.0,MS,1,Lamina,exposed,0.001145
1044.0,1.0,MS,1,Sheath,exposed,0.000356709
1044.0,1.0,MS,2,Internode,enclosed,0.0004
1044.0,1.0,MS,2,Lamina,exposed,0.000793301
1044.0,1.0,MS,2,Sheath,exposed,0.000170652
1044.0,1.0,MS,3,Internode,enclosed,0.00025
1044.0,1.0,MS,3,Lamina,exposed,0.000231373
1044.0,1.0,MS,3,Sheath,exposed,0.000111945
1044.0,1.0,MS,4,Peduncle,exposed,0.000178184
1044.0,1.0,MS,4,Peduncle,enclosed,0.00159
1044.0,1.0,MS,5,Chaff,exposed,3.59e-05
1045.0,1.0,MS,1,Internode,exposed,5.27142857143e-05
1045.0,1.0,MS,1,Internode,enclosed,0.001129
1045.0,1.0,MS,1,Lamina,exposed,0.00113846857143
1045.0,1.0,MS,1,Sheath,exposed,0.000354860714286
1045.0,1.0,MS,2,Internode,enclosed,0.0004
1045.0,1.0,MS,2,Lamina,exposed,0.000788608142857
1045.0,1.0,MS,2,Sheath,exposed,0.000169669285714
