t,air_temperature,humidity,ambient_CO2,Wind,PARi
743,12.7,0.99,360,1.023,0
744,15.2,0.79,360,3.318,0
745,13.5,0.87,360,1.209,0
746,11.9,0.91,360,0.615,0
747,12.8,0.91,360,0.77,0
748,13.2,0.94,360,0.819,161600
749,15.8,0.81,360,1.018,565600
750,17.7,0.73,360,1.255,1454400
751,18.9,0.69,360,2.148,2626000
752,17.7,0.73,360,3.044,1373600
753,18.8,0.68,360,3.171,2262400
754,15.9,0.85,360,2.638,767600
755,15.7,0.88,360,4.193,1252400
756,16,0.89,360,3.542,1575600
757,16.4,0.87,360,2.301,1818000
758,14.2,0.92,360,1.88,525200
759,12.9,0.93,360,3.028,323200
760,13.1,0.94,360,2.85,363600
761,13.7,0.91,360,1.391,525200
762,13.1,0.97,360,0.457,161600
763,12.9,0.98,360,0.766,0
764,12.8,0.97,360,1.165,0
765,12.5,1,360,1.163,0
766,12.6,0.99,360,0.973,0
767,12.7,0.99,360,1.023,0
768,15.2,0.79,360,3.318,0
769,13.5,0.87,360,1.209,0
770,11.9,0.91,360,0.615,0
771,12.8,0.91,360,0.77,0
772,13.2,0.94,360,0.819,161600
773,15.8,0.81,360,1.018,565600
774,17.7,0.73,360,1.255,1454400
775,18.9,0.69,360,2.148,2626000
776,17.7,0.73,360,3.044,1373600
777,18.8,0.68,360,3.171,2262400
778,15.9,0.85,360,2.638,767600
779,15.7,0.88,360,4.193,1252400
780,16,0.89,360,3.542,1575600
781,16.4,0.87,360,2.301,1818000
782,14.2,0.92,360,1.88,525200
783,12.9,0.93,360,3.028,323200
784,13.1,0.94,360,2.85,363600
785,13.7,0.91,360,1.391,525200
786,13.1,0.97,360,0.457,161600
787,12.9,0.98,360,0.766,0
788,12.8,0.97,360,1.165,0
789,12.5,1,360,1.163,0
790,12.6,0.99,360,0.973,0
791,12.7,0.99,360,1.023,0
792,15.2,0.79,360,3.318,0
793,13.5,0.87,360,1.209,0
794,11.9,0.91,360,0.615,0
795,12.8,0.91,360,0.77,0
796,13.2,0.94,360,0.819,161600
797,15.8,0.81,360,1.018,565600
798,17.7,0.73,360,1.255,1454400
799,18.9,0.69,360,2.148,2626000
800,17.7,0.73,360,3.044,1373600
801,18.8,0.68,360,3.171,2262400
802,15.9,0.85,360,2.638,767600
803,15.7,0.88,360,4.193,1252400
804,16,0.89,360,3.542,1575600
805,16.4,0.87,360,2.301,1818000
806,14.2,0.92,360,1.88,525200
807,12.9,0.93,360,3.028,323200
808,13.1,0.94,360,2.85,363600
809,13.7,0.91,360,1.391,525200
810,13.1,0.97,360,0.457,161600
811,12.9,0.98,360,0.766,0
812,12.8,0.97,360,1.165,0
813,12.5,1,360,1.163,0
814,12.6,0.99,360,0.973,0
815,12.7,0.99,360,1.023,0
816,15.2,0.79,360,3.318,0
817,13.5,0.87,360,1.209,0
818,11.9,0.91,360,0.615,0
819,12.8,0.91,360,0.77,0
820,13.2,0.94,360,0.819,161600
821,15.8,0.81,360,1.018,565600
822,17.7,0.73,360,1.255,1454400
823,18.9,0.69,360,2.148,2626000
824,17.7,0.73,360,3.044,1373600
825,18.8,0.68,360,3.171,2262400
826,15.9,0.85,360,2.638,767600
827,15.7,0.88,360,4.193,1252400
828,16,0.89,360,3.542,1575600
829,16.4,0.87,360,2.301,1818000
830,14.2,0.92,360,1.88,525200
831,12.9,0.93,360,3.028,323200
832,13.1,0.94,360,2.85,363600
833,13.7,0.91,360,1.391,525200
834,13.1,0.97,360,0.457,161600
835,12.9,0.98,360,0.766,0
836,12.8,0.97,360,1.165,0
837,12.5,1,360,1.163,0
838,12.6,0.99,360,0.973,0
839,12.7,0.99,360,1.023,0
840,15.2,0.79,360,3.318,0
841,13.5,0.87,360,1.209,0
842,11.9,0.91,360,0.615,0
843,12.8,0.91,360,0.77,0
844,13.2,0.94,360,0.819,161600
845,15.8,0.81,360,1.018,565600
846,17.7,0.73,360,1.255,1454400
847,18.9,0.69,360,2.148,2626000
848,17.7,0.73,360,3.044,1373600
849,18.8,0.68,360,3.171,2262400
850,15.9,0.85,360,2.638,767600
851,15.7,0.88,360,4.193,1252400
852,16,0.89,360,3.542,1575600
853,16.4,0.87,360,2.301,1818000
854,14.2,0.92,360,1.88,525200
855,12.9,0.93,360,3.028,323200
856,13.1,0.94,360,2.85,363600
857,13.7,0.91,360,1.391,525200
858,13.1,0.97,360,0.457,161600
859,12.9,0.98,360,0.766,0
860,12.8,0.97,360,1.165,0
861,12.5,1,360,1.163,0
862,12.6,0.99,360,0.973,0
863,12.7,0.99,360,1.023,0
864,15.2,0.79,360,3.318,0
865,13.5,0.87,360,1.209,0
866,11.9,0.91,360,0.615,0
867,12.8,0.91,360,0.77,0
868,13.2,0.94,360,0.819,161600
869,15.8,0.81,360,1.018,565600
870,17.7,0.73,360,1.255,1454400
871,18.9,0.69,360,2.148,2626000
872,17.7,0.73,360,3.044,1373600
873,18.8,0.68,360,3.171,2262400
874,15.9,0.85,360,2.638,767600
875,15.7,0.88,360,4.193,1252400
876,16,0.89,360,3.542,1575600
877,16.4,0.87,360,2.301,1818000
878,14.2,0.92,360,1.88,525200
879,12.9,0.93,360,3.028,323200
880,13.1,0.94,360,2.85,363600
881,13.7,0.91,360,1.391,525200
882,13.1,0.97,360,0.457,161600
883,12.9,0.98,360,0.766,0
884,12.8,0.97,360,1.165,0
885,12.5,1,360,1.163,0
886,12.6,0.99,360,0.973,0
887,12.7,0.99,360,1.023,0
888,15.2,0.79,360,3.318,0
889,13.5,0.87,360,1.209,0
890,11.9,0.91,360,0.615,0
891,12.8,0.91,360,0.77,0
892,13.2,0.94,360,0.819,161600
893,15.8,0.81,360,1.018,565600
894,17.7,0.73,360,1.255,1454400
895,18.9,0.69,360,2.148,2626000
896,17.7,0.73,360,3.044,1373600
897,18.8,0.68,360,3.171,2262400
898,15.9,0.85,360,2.638,767600
899,15.7,0.88,360,4.193,1252400
900,16,0.89,360,3.542,1575600
901,16.4,0.87,360,2.301,1818000
902,14.2,0.92,360,1.88,525200
903,12.9,0.93,360,3.028,323200
904,13.1,0.94,360,2.85,363600
905,13.7,0.91,360,1.391,525200
906,13.1,0.97,360,0.457,161600
907,12.9,0.98,360,0.766,0
908,12.8,0.97,360,1.165,0
909,12.5,1,360,1.163,0
910,12.6,0.99,360,0.973,0
911,12.7,0.99,360,1.023,0
912,15.2,0.79,360,3.318,0
913,13.5,0.87,360,1.209,0
914,11.9,0.91,360,0.615,0
915,12.8,0.91,360,0.77,0
916,13.2,0.94,360,0.819,161600
917,15.8,0.81,360,1.018,565600
918,17.7,0.73,360,1.255,1454400
919,18.9,0.69,360,2.148,2626000
920,17.7,0.73,360,3.044,1373600
921,18.8,0.68,360,3.171,2262400
922,15.9,0.85,360,2.638,767600
923,15.7,0.88,360,4.193,1252400
924,16,0.89,360,3.542,1575600
925,16.4,0.87,360,2.301,1818000
926,14.2,0.92,360,1.88,525200
927,12.9,0.93,360,3.028,323200
928,13.1,0.94,360,2.85,363600
929,13.7,0.91,360,1.391,525200
930,13.1,0.97,360,0.457,161600
931,12.9,0.98,360,0.766,0
932,12.8,0.97,360,1.165,0
933,12.5,1,360,1.163,0
934,12.6,0.99,360,0.973,0
935,12.7,0.99,360,1.023,0
936,15.2,0.79,360,3.318,0
937,13.5,0.87,360,1.209,0
938,11.9,0.91,360,0.615,0
939,12.8,0.91,360,0.77,0
940,13.2,0.94,360,0.819,161600
941,15.8,0.81,360,1.018,565600
942,17.7,0.73,360,1.255,1454400
943,18.9,0.69,360,2.148,2626000
944,17.7,0.73,360,3.044,1373600
945,18.8,0.68,360,3.171,2262400
946,15.9,0.85,360,2.638,767600
947,15.7,0.88,360,4.193,1252400
948,16,0.89,360,3.542,1575600
949,16.4,0.87,360,2.301,1818000
950,14.2,0.92,360,1.88,525200
951,12.9,0.93,360,3.028,323200
952,13.1,0.94,360,2.85,363600
953,13.7,0.91,360,1.391,525200
954,13.1,0.97,360,0.457,161600
955,12.9,0.98,360,0.766,0
956,12.8,0.97,360,1.165,0
957,12.5,1,360,1.163,0
958,12.6,0.99,360,0.973,0
959,12.7,0.99,360,1.023,0
960,15.2,0.79,360,3.318,0
961,13.5,0.87,360,1.209,0
