t,plant,axis,organ,sucrose,amino_acids,nitrates,structure,starch,proteins,Conc_C_Sucrose,Unloading_Sucrose,Export_Amino_Acids,Conc_Nitrates_Soil,Potential_Uptake_Nitrates,S_Proteins,Conc_Nitrates,S_Amino_Acids,Conc_Amino_Acids,Dry_Mass,Unloading_Amino_Acids,S_grain_starch,Conc_Sucrose,Uptake_Nitrates,S_grain_structure,Proteins_N_Mass,RGR_Structure
264.000000,1,MS,Phloem,2360.970909,515.341237,NA,NA,NA,NA,1135.082168,NA,NA,NA,NA,NA,NA,NA,211.760863,NA,NA,NA,94.590181,NA,NA,NA,NA
264.000000,1,MS,Roots,1647.702203,5.193380,249.790814,NA,NA,NA,NA,66.170428,10.302905,36250088.000000,10.302905,NA,495.616694,17.875297,8.807116,NA,2.564804,NA,272.437534,1.467250,NA,NA,NA
265.000000,1,MS,Grains,NA,NA,NA,27057.666835,0.000000,6883.382990,NA,12.078041,NA,NA,NA,33.084310,NA,NA,NA,0.324692,NA,0.000000,NA,NA,144.936487,0.096367,0.000001
265.000000,1,MS,Phloem,2253.238122,514.341357,NA,NA,NA,NA,1083.287559,NA,NA,NA,NA,NA,NA,NA,211.349999,NA,NA,NA,90.273963,NA,NA,NA,NA
265.000000,1,MS,Roots,1652.732204,5.192228,242.122113,NA,NA,NA,NA,65.915258,10.300620,36198005.000000,10.300620,NA,480.401018,17.871941,8.805163,NA,2.563371,NA,273.269214,1.509841,NA,NA,NA
266.000000,1,MS,Grains,NA,NA,NA,27165.997393,0.000000,6917.107796,NA,11.993302,NA,NA,NA,34.352431,NA,NA,NA,0.325992,NA,0.000000,NA,NA,143.919623,0.096840,0.000001
266.000000,1,MS,Phloem,2143.552506,511.648356,NA,NA,NA,NA,1030.554090,NA,NA,NA,NA,NA,NA,NA,210.243407,NA,NA,NA,85.879507,NA,NA,NA,NA
266.000000,1,MS,Roots,1657.632287,15.489764,233.115709,NA,NA,NA,NA,65.631441,0.000000,36145922.000000,0.000000,NA,462.531168,17.867706,26.268084,NA,2.559492,NA,274.079412,0.000000,NA,NA,NA
267.000000,1,MS,Grains,NA,NA,NA,27273.508353,0.000000,6952.071670,NA,11.895892,NA,NA,NA,35.571094,NA,NA,NA,0.327282,NA,0.000000,NA,NA,142.750707,0.097329,0.000001
267.000000,1,MS,Phloem,2033.704539,506.765226,NA,NA,NA,NA,977.742567,NA,NA,NA,NA,NA,NA,NA,208.236862,NA,NA,NA,81.478547,NA,NA,NA,NA
267.000000,1,MS,Roots,1662.389207,25.782249,224.111524,NA,NA,NA,NA,65.319369,0.000000,36093839.000000,0.000000,NA,444.665721,17.863127,43.722441,NA,2.552383,NA,274.865940,0.000000,NA,NA,NA
268.000000,1,MS,Grains,NA,NA,NA,27380.084041,0.000000,6988.247276,NA,11.785328,NA,NA,NA,36.781145,NA,NA,NA,0.328561,NA,0.000000,NA,NA,141.423940,0.097835,0.000001
268.000000,1,MS,Phloem,1924.477880,500.512851,NA,NA,NA,NA,925.229750,NA,NA,NA,NA,NA,NA,NA,205.667674,NA,NA,NA,77.102479,NA,NA,NA,NA
268.000000,1,MS,Roots,1666.988902,36.068178,215.109741,NA,NA,NA,NA,64.977184,0.000000,36041756.000000,0.000000,NA,426.805042,17.858164,61.165679,NA,2.543138,NA,275.626472,0.000000,NA,NA,NA
269.000000,1,MS,Grains,NA,NA,NA,27485.601741,0.000000,7025.639670,NA,11.660579,NA,NA,NA,38.008050,NA,NA,NA,0.329827,NA,0.000000,NA,NA,139.926947,0.098359,0.000001
269.000000,1,MS,Phloem,1816.228751,493.338234,NA,NA,NA,NA,873.186899,NA,NA,NA,NA,NA,NA,NA,202.719524,NA,NA,NA,72.765575,NA,NA,NA,NA
269.000000,1,MS,Roots,1671.416070,46.346427,206.110567,NA,NA,NA,NA,64.601627,0.000000,35989673.000000,0.000000,NA,408.949539,17.852766,78.595894,NA,2.532327,NA,276.358477,0.000000,NA,NA,NA
270.000000,1,MS,Grains,NA,NA,NA,27589.927787,0.000000,7064.274641,NA,11.520263,NA,NA,NA,39.268576,NA,NA,NA,0.331079,NA,0.000000,NA,NA,138.243160,0.098900,0.000001
270.000000,1,MS,Phloem,1709.142182,485.489336,NA,NA,NA,NA,821.702972,NA,NA,NA,NA,NA,NA,NA,199.494303,NA,NA,NA,68.475248,NA,NA,NA,NA
270.000000,1,MS,Roots,1675.653574,56.616056,197.114236,NA,NA,NA,NA,64.188373,0.000000,35937590.000000,0.000000,NA,391.099674,17.846875,96.011490,NA,2.520243,NA,277.059123,0.000000,NA,NA,NA
271.000000,1,MS,Grains,NA,NA,NA,27692.914893,0.000000,7104.191885,NA,11.362745,NA,NA,NA,40.574171,NA,NA,NA,0.332315,NA,0.000000,NA,NA,136.352944,0.099459,0.000001
271.000000,1,MS,Phloem,1603.348372,477.103977,NA,NA,NA,NA,770.840563,NA,NA,NA,NA,NA,NA,NA,196.048643,NA,NA,NA,64.236714,NA,NA,NA,NA
271.000000,1,MS,Roots,1679.681955,66.876198,188.121012,NA,NA,NA,NA,63.732126,0.000000,35885507.000000,0.000000,NA,373.255976,17.840421,113.410998,NA,2.507027,NA,277.725191,0.000000,NA,NA,NA
272.000000,1,MS,Grains,NA,NA,NA,27794.525790,0.000000,7145.670605,NA,11.229260,NA,NA,NA,42.477756,NA,NA,NA,0.333534,NA,0.000000,NA,NA,134.751117,0.100039,0.000001
272.000000,1,MS,Phloem,1518.776623,478.765772,NA,NA,NA,NA,730.181069,NA,NA,NA,NA,NA,NA,NA,196.731497,NA,NA,NA,60.848422,NA,NA,NA,NA
272.000000,1,MS,Roots,1683.492532,13.654035,183.612278,NA,NA,NA,NA,63.327193,27.089956,35833424.000000,27.089956,NA,364.310076,17.836965,23.154990,NA,2.509672,NA,278.355247,5.021424,NA,NA,NA
273.000000,1,MS,Grains,NA,NA,NA,27895.259831,0.000000,7188.998055,NA,11.167399,NA,NA,NA,44.033352,NA,NA,NA,0.334743,NA,0.000000,NA,NA,134.008785,0.100646,0.000001
273.000000,1,MS,Phloem,1472.344188,483.791048,NA,NA,NA,NA,707.857783,NA,NA,NA,NA,NA,NA,NA,198.796453,NA,NA,NA,58.988149,NA,NA,NA,NA
273.000000,1,MS,Roots,1687.146316,6.336209,179.179921,NA,NA,NA,NA,63.087540,12.571201,35781341.000000,12.571201,NA,355.515717,17.833397,10.745165,NA,2.517592,NA,278.959378,5.104296,NA,NA,NA
274.000000,1,MS,Grains,NA,NA,NA,27996.035539,0.000000,7233.142076,NA,11.268126,NA,NA,NA,43.843684,NA,NA,NA,0.335952,NA,0.000000,NA,NA,135.217506,0.101264,0.000001
274.000000,1,MS,Phloem,1499.336462,486.153273,NA,NA,NA,NA,720.834837,NA,NA,NA,NA,NA,NA,NA,199.767124,NA,NA,NA,60.069570,NA,NA,NA,NA
274.000000,1,MS,Roots,1690.748988,5.332614,197.796342,NA,NA,NA,NA,63.228442,10.580507,35729258.000000,10.580507,NA,392.453061,17.847487,9.043234,NA,2.521276,NA,279.555058,29.583160,NA,NA,NA
275.000000,1,MS,Grains,NA,NA,NA,28098.614875,0.000000,7276.097049,NA,11.544576,NA,NA,NA,41.893663,NA,NA,NA,0.337183,NA,0.000000,NA,NA,138.534917,0.101865,0.000001
275.000000,1,MS,Phloem,1611.002967,487.175489,NA,NA,NA,NA,774.520657,NA,NA,NA,NA,NA,NA,NA,200.187167,NA,NA,NA,64.543388,NA,NA,NA,NA
275.000000,1,MS,Roots,1694.518361,5.197655,214.548959,NA,NA,NA,NA,63.766918,10.312731,35677175.000000,10.312731,NA,425.692380,17.858101,8.814365,NA,2.522862,NA,280.178300,27.693407,NA,NA,NA
276.000000,1,MS,Grains,NA,NA,NA,28204.163917,0.000000,7316.588276,NA,11.926868,NA,NA,NA,38.944336,NA,NA,NA,0.338450,NA,0.000000,NA,NA,143.122421,0.102432,0.000001
276.000000,1,MS,Phloem,1793.555081,488.035427,NA,NA,NA,NA,862.286096,NA,NA,NA,NA,NA,NA,NA,200.540527,NA,NA,NA,71.857175,NA,NA,NA,NA
276.000000,1,MS,Roots,1698.595007,5.182130,240.282858,NA,NA,NA,NA,64.517818,10.281956,35625092.000000,10.281956,NA,476.751703,17.871533,8.788038,NA,2.524193,NA,280.852349,36.731790,NA,NA,NA
277.000000,1,MS,Grains,NA,NA,NA,28313.379096,0.000000,7353.915485,NA,12.340072,NA,NA,NA,35.745421,NA,NA,NA,0.339761,NA,0.000000,NA,NA,148.080865,0.102955,0.000001
277.000000,1,MS,Phloem,2027.141123,489.334069,NA,NA,NA,NA,974.587079,NA,NA,NA,NA,NA,NA,NA,201.074157,NA,NA,NA,81.215590,NA,NA,NA,NA
277.000000,1,MS,Roots,1703.050752,5.182750,262.887336,NA,NA,NA,NA,65.299752,10.283187,35573009.000000,10.283187,NA,521.601858,17.881190,8.789090,NA,2.526196,NA,281.589079,33.632489,NA,NA,NA
278.000000,1,MS,Grains,NA,NA,NA,28426.213735,0.000000,7388.165536,NA,12.729513,NA,NA,NA,32.804996,NA,NA,NA,0.341115,NA,0.000000,NA,NA,152.754154,0.103434,0.000001
278.000000,1,MS,Phloem,2286.851398,491.116931,NA,NA,NA,NA,1099.447787,NA,NA,NA,NA,NA,NA,NA,201.806760,NA,NA,NA,91.620649,NA,NA,NA,NA
278.000000,1,MS,Roots,1707.865539,5.185323,286.647379,NA,NA,NA,NA,65.997238,10.288298,35520926.000000,10.288298,NA,568.744799,17.889714,8.793453,NA,2.528935,NA,282.385175,34.796084,NA,NA,NA
279.000000,1,MS,Grains,NA,NA,NA,28542.385476,0.000000,7419.664006,NA,13.078689,NA,NA,NA,30.267663,NA,NA,NA,0.342509,NA,0.000000,NA,NA,156.944268,0.103875,0.000002
279.000000,1,MS,Phloem,2557.961725,493.318582,NA,NA,NA,NA,1229.789291,NA,NA,NA,NA,NA,NA,NA,202.711449,NA,NA,NA,102.482441,NA,NA,NA,NA
279.000000,1,MS,Roots,1712.993712,5.187928,307.678827,NA,NA,NA,NA,66.585608,10.293467,35468843.000000,10.293467,NA,610.473864,17.896180,8.797870,NA,2.532297,NA,283.233087,32.071432,NA,NA,NA
280.000000,1,MS,Grains,NA,NA,NA,28661.473260,0.000000,7448.869067,NA,13.376711,NA,NA,NA,28.224340,NA,NA,NA,0.343938,NA,0.000000,NA,NA,160.520534,0.104284,0.000002
280.000000,1,MS,Phloem,2819.642294,495.777959,NA,NA,NA,NA,1355.597257,NA,NA,NA,NA,NA,NA,NA,203.722041,NA,NA,NA,112.966438,NA,NA,NA,NA
280.000000,1,MS,Roots,1718.378978,5.190293,326.534753,NA,NA,NA,NA,67.053577,10.298158,35416760.000000,10.298158,NA,647.886415,17.901285,8.801880,NA,2.536028,NA,284.123508,29.877424,NA,NA,NA
281.000000,1,MS,Grains,NA,NA,NA,28783.043059,0.000000,7476.243457,NA,13.633225,NA,NA,NA,26.577580,NA,NA,NA,0.345397,NA,0.000000,NA,NA,163.598704,0.104667,0.000002
281.000000,1,MS,Phloem,3067.723574,498.369886,NA,NA,NA,NA,1474.867103,NA,NA,NA,NA,NA,NA,NA,204.787100,NA,NA,NA,122.905592,NA,NA,NA,NA
281.000000,1,MS,Roots,1723.967601,5.192436,343.522350,NA,NA,NA,NA,67.428186,10.302410,35364677.000000,10.302410,NA,681.591964,17.905417,8.805514,NA,2.539932,NA,285.047553,27.977560,NA,NA,NA
282.000000,1,MS,Grains,NA,NA,NA,28906.685589,0.000000,7502.219948,NA,13.831428,NA,NA,NA,25.483640,NA,NA,NA,0.346880,NA,0.000000,NA,NA,165.977134,0.105031,0.000002
282.000000,1,MS,Phloem,3262.594203,500.929096,NA,NA,NA,NA,1568.554905,NA,NA,NA,NA,NA,NA,NA,205.838715,NA,NA,NA,130.712909,NA,NA,NA,NA
282.000000,1,MS,Roots,1729.712245,5.194311,356.622383,NA,NA,NA,NA,67.684889,10.306125,35312594.000000,10.306125,NA,707.584093,17.908352,8.808694,NA,2.543759,NA,285.997395,23.973132,NA,NA,NA
283.000000,1,MS,Grains,NA,NA,NA,29031.889271,0.000000,7527.335233,NA,13.987786,NA,NA,NA,24.782518,NA,NA,NA,0.348383,NA,0.000000,NA,NA,167.853428,0.105383,0.000002
283.000000,1,MS,Phloem,3409.001785,503.317983,NA,NA,NA,NA,1638.943166,NA,NA,NA,NA,NA,NA,NA,206.820341,NA,NA,NA,136.578597,NA,NA,NA,NA
283.000000,1,MS,Roots,1735.557604,5.195949,368.668861,NA,NA,NA,NA,67.859554,10.309376,35260511.000000,10.309376,NA,731.485835,17.910875,8.811472,NA,2.547306,NA,286.963890,22.879011,NA,NA,NA
284.000000,1,MS,Grains,NA,NA,NA,29158.335175,0.000000,7551.920345,NA,14.102925,NA,NA,NA,24.465433,NA,NA,NA,0.349900,NA,0.000000,NA,NA,169.235099,0.105727,0.000002
284.000000,1,MS,Phloem,3495.862150,505.378495,NA,NA,NA,NA,1680.702957,NA,NA,NA,NA,NA,NA,NA,207.667034,NA,NA,NA,140.058580,NA,NA,NA,NA
284.000000,1,MS,Roots,1741.471203,5.197141,369.994793,NA,NA,NA,NA,67.956653,10.311684,35208428.000000,10.311684,NA,734.116652,17.911191,8.813493,NA,2.550347,NA,287.941667,11.468888,NA,NA,NA
285.000000,1,MS,Grains,NA,NA,NA,29285.657557,0.000000,7576.351510,NA,14.188419,NA,NA,NA,24.419217,NA,NA,NA,0.351428,NA,0.000000,NA,NA,170.261033,0.106069,0.000002
285.000000,1,MS,Phloem,3535.199844,507.026246,NA,NA,NA,NA,1699.615309,NA,NA,NA,NA,NA,NA,NA,208.344118,NA,NA,NA,141.634609,NA,NA,NA,NA
285.000000,1,MS,Roots,1747.416787,5.197945,371.259300,NA,NA,NA,NA,67.999145,10.313280,35156345.000000,10.313280,NA,736.625594,17.911492,8.814857,NA,2.552766,NA,288.924733,11.402325,NA,NA,NA
286.000000,1,MS,Grains,NA,NA,NA,29413.589312,0.000000,7600.899447,NA,14.230870,NA,NA,NA,24.768378,NA,NA,NA,0.352963,NA,0.000000,NA,NA,170.770445,0.106413,0.000002
286.000000,1,MS,Phloem,3503.155503,508.094238,NA,NA,NA,NA,1684.209376,NA,NA,NA,NA,NA,NA,NA,208.782971,NA,NA,NA,140.350781,NA,NA,NA,NA
286.000000,1,MS,Roots,1753.368469,5.198500,364.334923,NA,NA,NA,NA,67.964599,10.313934,35104262.000000,10.313934,NA,722.886753,17.910164,8.815799,NA,2.554328,NA,289.908808,2.365871,NA,NA,NA
287.000000,1,MS,Grains,NA,NA,NA,29541.703902,0.000000,7625.997093,NA,14.235217,NA,NA,NA,25.460018,NA,NA,NA,0.354500,NA,0.000000,NA,NA,170.822607,0.106764,0.000002
287.000000,1,MS,Phloem,3411.788527,508.505276,NA,NA,NA,NA,1640.282946,NA,NA,NA,NA,NA,NA,NA,208.951872,NA,NA,NA,136.690245,NA,NA,NA,NA
287.000000,1,MS,Roots,1759.285137,5.198477,357.464756,NA,NA,NA,NA,67.862742,10.313889,35052179.000000,10.313889,NA,709.255468,17.908793,8.815760,NA,2.554927,NA,290.887093,2.425892,NA,NA,NA
288.000000,1,MS,Grains,NA,NA,NA,29669.769475,0.000000,7651.869441,NA,14.221334,NA,NA,NA,26.304593,NA,NA,NA,0.356037,NA,0.000000,NA,NA,170.656003,0.107126,0.000002
288.000000,1,MS,Phloem,3298.393068,508.408066,NA,NA,NA,NA,1585.765898,NA,NA,NA,NA,NA,NA,NA,208.911927,NA,NA,NA,132.147158,NA,NA,NA,NA
288.000000,1,MS,Roots,1765.144161,5.198316,349.805592,NA,NA,NA,NA,67.728944,10.313220,35000096.000000,10.313220,NA,694.058715,17.907193,8.815486,NA,2.554786,NA,291.855847,1.539706,NA,NA,NA
289.000000,1,MS,Grains,NA,NA,NA,29797.651511,0.000000,7678.638085,NA,14.195225,NA,NA,NA,27.245368,NA,NA,NA,0.357572,NA,0.000000,NA,NA,170.342696,0.107501,0.000002
289.000000,1,MS,Phloem,3175.487026,507.901507,NA,NA,NA,NA,1526.676455,NA,NA,NA,NA,NA,NA,NA,208.703775,NA,NA,NA,127.223038,NA,NA,NA,NA
289.000000,1,MS,Roots,1770.932601,5.197814,342.186101,NA,NA,NA,NA,67.573797,10.312224,34948013.000000,10.312224,NA,678.940677,17.905527,8.814635,NA,2.554046,NA,292.812930,1.583395,NA,NA,NA
290.000000,1,MS,Grains,NA,NA,NA,29925.259337,0.000000,7706.379214,NA,14.160968,NA,NA,NA,28.244050,NA,NA,NA,0.359103,NA,0.000000,NA,NA,169.931619,0.107889,0.000002
290.000000,1,MS,Phloem,3050.805796,507.069331,NA,NA,NA,NA,1466.733556,NA,NA,NA,NA,NA,NA,NA,208.361823,NA,NA,NA,122.227796,NA,NA,NA,NA
290.000000,1,MS,Roots,1776.641838,5.197504,333.889865,NA,NA,NA,NA,67.404452,10.310711,34895930.000000,10.310711,NA,662.479892,17.903619,8.814110,NA,2.552829,NA,293.756918,0.820957,NA,NA,NA
291.000000,1,MS,Grains,NA,NA,NA,30052.529234,0.000000,7735.140220,NA,14.120103,NA,NA,NA,29.285173,NA,NA,NA,0.360630,NA,0.000000,NA,NA,169.441237,0.108292,0.000002
291.000000,1,MS,Phloem,2927.381008,505.950394,NA,NA,NA,NA,1407.394715,NA,NA,NA,NA,NA,NA,NA,207.902036,NA,NA,NA,117.282893,NA,NA,NA,NA
291.000000,1,MS,Roots,1782.265920,5.196702,325.617213,NA,NA,NA,NA,67.223547,10.309120,34843847.000000,10.309120,NA,646.065898,17.901617,8.812749,NA,2.551188,NA,294.686825,0.846434,NA,NA,NA
292.000000,1,MS,Grains,NA,NA,NA,30179.399758,0.000000,7764.938466,NA,14.072080,NA,NA,NA,30.295836,NA,NA,NA,0.362153,NA,0.000000,NA,NA,168.864965,0.108709,0.000002
292.000000,1,MS,Phloem,2805.265295,503.288865,NA,NA,NA,NA,1348.685238,NA,NA,NA,NA,NA,NA,NA,206.808376,NA,NA,NA,112.390436,NA,NA,NA,NA
292.000000,1,MS,Roots,1787.799106,15.503510,316.595374,NA,NA,NA,NA,67.029976,0.000000,34791764.000000,0.000000,NA,628.165426,17.899306,26.291396,NA,2.547263,NA,295.601704,0.000000,NA,NA,NA
293.000000,1,MS,Grains,NA,NA,NA,30305.802435,0.000000,7795.710594,NA,14.015976,NA,NA,NA,31.241644,NA,NA,NA,0.363670,NA,0.000000,NA,NA,168.191717,0.109140,0.000002
293.000000,1,MS,Phloem,2684.186911,498.588236,NA,NA,NA,NA,1290.474476,NA,NA,NA,NA,NA,NA,NA,204.876823,NA,NA,NA,107.539540,NA,NA,NA,NA
293.000000,1,MS,Roots,1793.234922,25.806308,307.574735,NA,NA,NA,NA,66.821911,0.000000,34739681.000000,0.000000,NA,610.267332,17.896857,43.763241,NA,2.540260,NA,296.500483,0.000000,NA,NA,NA
294.000000,1,MS,Grains,NA,NA,NA,30431.660188,0.000000,7827.413832,NA,13.950818,NA,NA,NA,32.163219,NA,NA,NA,0.365180,NA,0.000000,NA,NA,167.409810,0.109584,0.000002
294.000000,1,MS,Phloem,2563.983361,492.599315,NA,NA,NA,NA,1232.684308,NA,NA,NA,NA,NA,NA,NA,202.415892,NA,NA,NA,102.723692,NA,NA,NA,NA
294.000000,1,MS,Roots,1798.565798,36.103756,298.555368,NA,NA,NA,NA,66.597370,0.000000,34687598.000000,0.000000,NA,592.371762,17.894257,61.226014,NA,2.531201,NA,297.381911,0.000000,NA,NA,NA
295.000000,1,MS,Grains,NA,NA,NA,30556.886774,0.000000,7860.037367,NA,13.875531,NA,NA,NA,33.085506,NA,NA,NA,0.366683,NA,0.000000,NA,NA,166.506368,0.110041,0.000002
295.000000,1,MS,Phloem,2444.547802,485.741785,NA,NA,NA,NA,1175.263366,NA,NA,NA,NA,NA,NA,NA,199.598038,NA,NA,NA,97.938614,NA,NA,NA,NA
295.000000,1,MS,Roots,1803.783126,46.394890,289.537352,NA,NA,NA,NA,66.354107,0.000000,34635515.000000,0.000000,NA,574.478873,17.891493,78.678080,NA,2.520636,NA,298.244564,0.000000,NA,NA,NA
296.000000,1,MS,Grains,NA,NA,NA,30681.469012,0.000000,7893.702797,NA,13.816991,NA,NA,NA,34.283628,NA,NA,NA,0.368178,NA,0.000000,NA,NA,165.803889,0.110512,0.000002
296.000000,1,MS,Phloem,2348.339250,485.571177,NA,NA,NA,NA,1129.009255,NA,NA,NA,NA,NA,NA,NA,199.527933,NA,NA,NA,94.084105,NA,NA,NA,NA
296.000000,1,MS,Roots,1808.885331,10.852301,282.099025,NA,NA,NA,NA,66.141623,21.530253,34583432.000000,21.530253,NA,559.720287,17.889085,18.403712,NA,2.520370,NA,299.088183,1.778068,NA,NA,NA
297.000000,1,MS,Grains,NA,NA,NA,30805.719983,0.000000,7928.520727,NA,13.800434,NA,NA,NA,35.280204,NA,NA,NA,0.369669,NA,0.000000,NA,NA,165.605209,0.110999,0.000001
297.000000,1,MS,Phloem,2290.999950,488.070064,NA,NA,NA,NA,1101.442284,NA,NA,NA,NA,NA,NA,NA,200.554760,NA,NA,NA,91.786857,NA,NA,NA,NA
297.000000,1,MS,Roots,1813.904679,5.964497,274.706031,NA,NA,NA,NA,66.007203,11.833170,34531349.000000,11.833170,NA,545.051648,17.886560,10.114803,NA,2.524246,NA,299.918102,1.827615,NA,NA,NA
298.000000,1,MS,Grains,NA,NA,NA,30929.893440,0.000000,7964.200673,NA,13.790383,NA,NA,NA,36.087243,NA,NA,NA,0.371159,NA,0.000000,NA,NA,165.484592,0.111499,0.000001
298.000000,1,MS,Phloem,2241.137588,488.725117,NA,NA,NA,NA,1077.469994,NA,NA,NA,NA,NA,NA,NA,200.823930,NA,NA,NA,89.789166,NA,NA,NA,NA
298.000000,1,MS,Roots,1818.867687,5.292071,268.062097,NA,NA,NA,NA,65.885194,10.499428,34479266.000000,10.499428,NA,531.869240,17.884174,8.974479,NA,2.525258,NA,300.738705,2.666191,NA,NA,NA
299.000000,1,MS,Grains,NA,NA,NA,31053.896143,0.000000,8000.707870,NA,13.763394,NA,NA,NA,36.932425,NA,NA,NA,0.372647,NA,0.000000,NA,NA,165.160725,0.112010,0.000001
299.000000,1,MS,Phloem,2181.266031,487.763933,NA,NA,NA,NA,1048.685592,NA,NA,NA,NA,NA,NA,NA,200.428966,NA,NA,NA,87.390466,NA,NA,NA,NA
299.000000,1,MS,Roots,1823.764765,5.198909,261.478267,NA,NA,NA,NA,65.731966,10.314595,34427183.000000,10.314595,NA,518.806086,17.881688,8.816492,NA,2.523773,NA,301.548407,2.732147,NA,NA,NA
300.000000,1,MS,Grains,NA,NA,NA,31177.609571,0.000000,8038.063945,NA,13.727806,NA,NA,NA,37.774895,NA,NA,NA,0.374131,NA,0.000000,NA,NA,164.733671,0.112533,0.000001
300.000000,1,MS,Phloem,2118.534942,485.798887,NA,NA,NA,NA,1018.526414,NA,NA,NA,NA,NA,NA,NA,199.621502,NA,NA,NA,84.877201,NA,NA,NA,NA
300.000000,1,MS,Roots,1828.583221,5.184952,256.933656,NA,NA,NA,NA,65.562959,10.287220,34375100.000000,10.287220,NA,509.789000,17.879909,8.792823,NA,2.520725,NA,302.345109,5.004838,NA,NA,NA
301.000000,1,MS,Grains,NA,NA,NA,31300.982263,0.000000,8076.252617,NA,13.687472,NA,NA,NA,38.601508,NA,NA,NA,0.375612,NA,0.000000,NA,NA,164.249667,0.113068,0.000001
301.000000,1,MS,Phloem,2056.042944,483.205593,NA,NA,NA,NA,988.482185,NA,NA,NA,NA,NA,NA,NA,198.555881,NA,NA,NA,82.373515,NA,NA,NA,NA
301.000000,1,MS,Roots,1833.317253,5.181821,252.464029,NA,NA,NA,NA,65.385284,10.281008,34323017.000000,10.281008,NA,500.920693,17.878096,8.787514,NA,2.516675,NA,303.127853,5.087138,NA,NA,NA
302.000000,1,MS,Grains,NA,NA,NA,31424.408240,0.000000,8114.828027,NA,13.785595,NA,NA,NA,38.140011,NA,NA,NA,0.377093,NA,0.000000,NA,NA,165.427139,0.113608,0.000001
302.000000,1,MS,Phloem,2084.718542,480.641748,NA,NA,NA,NA,1002.268530,NA,NA,NA,NA,NA,NA,NA,197.502362,NA,NA,NA,83.522377,NA,NA,NA,NA
302.000000,1,MS,Roots,1838.003874,5.180793,262.211237,NA,NA,NA,NA,65.468016,10.279267,34270934.000000,10.279267,NA,520.260391,17.882091,8.785770,NA,2.512642,NA,303.902757,20.447438,NA,NA,NA
303.000000,1,MS,Grains,NA,NA,NA,31549.702667,0.000000,8151.964627,NA,14.075608,NA,NA,NA,35.983547,NA,NA,NA,0.378596,NA,0.000000,NA,NA,168.907294,0.114128,0.000001
303.000000,1,MS,Phloem,2247.646488,478.832453,NA,NA,NA,NA,1080.599273,NA,NA,NA,NA,NA,NA,NA,196.758898,NA,NA,NA,90.049939,NA,NA,NA,NA
303.000000,1,MS,Roots,1842.828179,5.180723,271.269506,NA,NA,NA,NA,65.901402,10.279128,34218851.000000,10.279128,NA,538.233146,17.885553,8.785651,NA,2.509778,NA,304.700426,19.724867,NA,NA,NA
304.000000,1,MS,Grains,NA,NA,NA,31677.652512,0.000000,8186.940239,NA,14.338849,NA,NA,NA,34.148551,NA,NA,NA,0.380132,NA,0.000000,NA,NA,172.066189,0.114617,0.000002
304.000000,1,MS,Phloem,2406.900225,477.677549,NA,NA,NA,NA,1157.163570,NA,NA,NA,NA,NA,NA,NA,196.284331,NA,NA,NA,96.430297,NA,NA,NA,NA
304.000000,1,MS,Roots,1847.869139,5.180591,272.243770,NA,NA,NA,NA,66.272822,10.278793,34166768.000000,10.278793,NA,540.166210,17.885948,8.785427,NA,2.507941,NA,305.533918,11.072339,NA,NA,NA
305.000000,1,MS,Grains,NA,NA,NA,31807.595318,0.000000,8220.483012,NA,14.530310,NA,NA,NA,33.005146,NA,NA,NA,0.381691,NA,0.000000,NA,NA,174.363715,0.115087,0.000002
305.000000,1,MS,Phloem,2518.573191,476.738384,NA,NA,NA,NA,1210.852496,NA,NA,NA,NA,NA,NA,NA,195.898415,NA,NA,NA,100.904375,NA,NA,NA,NA
305.000000,1,MS,Roots,1853.056530,5.180308,273.171350,NA,NA,NA,NA,66.507391,10.278232,34114685.000000,10.278232,NA,542.006646,17.886324,8.784948,NA,2.506444,NA,306.391622,11.021784,NA,NA,NA
306.000000,1,MS,Grains,NA,NA,NA,31938.904610,0.000000,8253.251224,NA,14.629391,NA,NA,NA,32.713115,NA,NA,NA,0.383267,NA,0.000000,NA,NA,175.552689,0.115546,0.000002
306.000000,1,MS,Phloem,2552.933139,475.722684,NA,NA,NA,NA,1227.371701,NA,NA,NA,NA,NA,NA,NA,195.481050,NA,NA,NA,102.280975,NA,NA,NA,NA
306.000000,1,MS,Roots,1858.325791,5.179933,272.146333,NA,NA,NA,NA,66.575747,10.277448,34062602.000000,10.277448,NA,539.972883,17.885995,8.784312,NA,2.504819,NA,307.262862,8.890419,NA,NA,NA
307.000000,1,MS,Grains,NA,NA,NA,32070.704789,0.000000,8286.124433,NA,14.652016,NA,NA,NA,33.097254,NA,NA,NA,0.384848,NA,0.000000,NA,NA,175.824190,0.116006,0.000002
307.000000,1,MS,Phloem,2519.883514,474.344432,NA,NA,NA,NA,1211.482459,NA,NA,NA,NA,NA,NA,NA,194.914707,NA,NA,NA,100.956872,NA,NA,NA,NA
307.000000,1,MS,Roots,1863.590580,5.179372,271.144803,NA,NA,NA,NA,66.510030,10.276335,34010519.000000,10.276335,NA,537.985721,17.885671,8.783361,NA,2.502607,NA,308.133363,8.915972,NA,NA,NA
308.000000,1,MS,Grains,NA,NA,NA,32202.530257,0.000000,8319.546262,NA,14.637306,NA,NA,NA,33.787277,NA,NA,NA,0.386430,NA,0.000000,NA,NA,175.647675,0.116474,0.000002
