t,plant,axis,phytomer,organ,element,green_area,SLN,relative_delta_green_area,mstruct_growth,Nstruct_N_growth,mstruct_senescence,mstruct,Nstruct
23,1,MS,1,Lamina,exposed,0.00346,1.772439,0,,,,0.14,0.00102
23,1,MS,1,Sheath,exposed,0.0006,4.236424,0,,,,0.103,0.00068
23,1,MS,2,Internode,enclosed,0.0004,2.183411,0,,,,0.18,0.00033
23,1,MS,2,Lamina,exposed,0.0034,1.097148,0,,,,0.09,0.00083
23,1,MS,2,Sheath,exposed,0.0005,1.906345,0,,,,0.069,0.00021
23,1,MS,3,Internode,enclosed,0.00025,2.55645,0,,,,0.154,0.00014
23,1,MS,3,Lamina,exposed,0.00228,0.777018,0,,,,0.05,0.00053
23,1,MS,3,Sheath,exposed,0.000323,1.035685,0,,,,0.034744,0.000089
23,1,MS,4,Peduncle,enclosed,0.00159,1.708053,0,,,,0.17,0.00086
23,1,MS,4,Peduncle,exposed,0.000811,1.736101,0,,,,0.087103,0.000441
23,1,MS,5,Chaff,exposed,0.00075,6.328857,0,,,,0.21,0.00107
24,1,MS,0,Roots,enclosed,,,,16.644893,0.743076,0.000633,0.50246,0.00997
24,1,MS,1,Internode,enclosed,0.001129,1.551618,0,,,,0.1415,0.00064
24,1,MS,1,Internode,exposed,0.000371,1.591098,0,,,,0.0465,0.00021
24,1,MS,1,Lamina,exposed,0.00346,1.765824,0,,,,0.14,0.00102
24,1,MS,1,Sheath,exposed,0.0006,4.229637,0,,,,0.103,0.00068
24,1,MS,2,Internode,enclosed,0.0004,2.200129,0,,,,0.18,0.00033
24,1,MS,2,Lamina,exposed,0.0034,1.094133,0,,,,0.09,0.00083
24,1,MS,2,Sheath,exposed,0.0005,1.906806,0,,,,0.069,0.00021
24,1,MS,3,Internode,enclosed,0.00025,2.576815,0,,,,0.154,0.00014
24,1,MS,3,Lamina,exposed,0.00228,0.776032,0,,,,0.05,0.00053
24,1,MS,3,Sheath,exposed,0.000323,1.037698,0,,,,0.034744,0.000089
24,1,MS,4,Peduncle,enclosed,0.00159,1.70865,0,,,,0.17,0.00086
24,1,MS,4,Peduncle,exposed,0.000811,1.735875,0,,,,0.087103,0.000441
24,1,MS,5,Chaff,exposed,0.00075,6.316835,0,,,,0.21,0.00107
25,1,MS,0,Roots,enclosed,,,,16.74022,0.747331,0.000633,0.50235,0.009968
25,1,MS,1,Internode,enclosed,0.001129,1.554079,0,,,,0.1415,0.00064
25,1,MS,1,Internode,exposed,0.000371,1.592985,0,,,,0.0465,0.00021
25,1,MS,1,Lamina,exposed,0.00346,1.759331,0,,,,0.14,0.00102
25,1,MS,1,Sheath,exposed,0.0006,4.222786,0,,,,0.103,0.00068
25,1,MS,2,Internode,enclosed,0.0004,2.217069,0,,,,0.18,0.00033
25,1,MS,2,Lamina,exposed,0.0034,1.091106,0,,,,0.09,0.00083
25,1,MS,2,Sheath,exposed,0.0005,1.907232,0,,,,0.069,0.00021
25,1,MS,3,Internode,enclosed,0.00025,2.597588,0,,,,0.154,0.00014
25,1,MS,3,Lamina,exposed,0.00228,0.775,0,,,,0.05,0.00053
25,1,MS,3,Sheath,exposed,0.000323,1.039715,0,,,,0.034744,0.000089
25,1,MS,4,Peduncle,enclosed,0.00159,1.709162,0,,,,0.17,0.00086
25,1,MS,4,Peduncle,exposed,0.000811,1.735694,0,,,,0.087103,0.000441
25,1,MS,5,Chaff,exposed,0.00075,6.304887,0,,,,0.21,0.00107
26,1,MS,0,Roots,enclosed,,,,16.74022,0.747331,0.000633,0.50235,0.009968
26,1,MS,1,Internode,enclosed,0.001129,1.556498,0,,,,0.1415,0.00064
26,1,MS,1,Internode,exposed,0.000371,1.594876,0,,,,0.0465,0.00021
26,1,MS,1,Lamina,exposed,0.00346,1.752932,0,,,,0.14,0.00102
26,1,MS,1,Sheath,exposed,0.0006,4.215898,0,,,,0.103,0.00068
26,1,MS,2,Internode,enclosed,0.0004,2.234156,0,,,,0.18,0.00033
26,1,MS,2,Lamina,exposed,0.0034,1.088052,0,,,,0.09,0.00083
26,1,MS,2,Sheath,exposed,0.0005,1.907635,0,,,,0.069,0.00021
26,1,MS,3,Internode,enclosed,0.00025,2.618659,0,,,,0.154,0.00014
26,1,MS,3,Lamina,exposed,0.00228,0.773892,0,,,,0.05,0.00053
26,1,MS,3,Sheath,exposed,0.000323,1.041756,0,,,,0.034744,0.000089
26,1,MS,4,Peduncle,enclosed,0.00159,1.709594,0,,,,0.17,0.00086
26,1,MS,4,Peduncle,exposed,0.000811,1.735531,0,,,,0.087103,0.000441
26,1,MS,5,Chaff,exposed,0.00075,6.292999,0,,,,0.21,0.00107
27,1,MS,0,Roots,enclosed,,,,16.820399,0.750911,0.000633,0.502243,0.009966
27,1,MS,1,Internode,enclosed,0.001129,1.55889,0,,,,0.1415,0.00064
27,1,MS,1,Internode,exposed,0.000371,1.596781,0,,,,0.0465,0.00021
27,1,MS,1,Lamina,exposed,0.00346,1.746617,0,,,,0.14,0.00102
27,1,MS,1,Sheath,exposed,0.0006,4.208962,0,,,,0.103,0.00068
27,1,MS,2,Internode,enclosed,0.0004,2.251326,0,,,,0.18,0.00033
27,1,MS,2,Lamina,exposed,0.0034,1.084995,0,,,,0.09,0.00083
27,1,MS,2,Sheath,exposed,0.0005,1.90801,0,,,,0.069,0.00021
27,1,MS,3,Internode,enclosed,0.00025,2.639943,0,,,,0.154,0.00014
27,1,MS,3,Lamina,exposed,0.00228,0.772746,0,,,,0.05,0.00053
27,1,MS,3,Sheath,exposed,0.000323,1.04381,0,,,,0.034744,0.000089
27,1,MS,4,Peduncle,enclosed,0.00159,1.709952,0,,,,0.17,0.00086
27,1,MS,4,Peduncle,exposed,0.000811,1.735394,0,,,,0.087103,0.000441
27,1,MS,5,Chaff,exposed,0.00075,6.281138,0,,,,0.21,0.00107
28,1,MS,0,Roots,enclosed,,,,16.820399,0.750911,0.000633,0.502243,0.009966
28,1,MS,1,Internode,enclosed,0.001129,1.561243,0,,,,0.1415,0.00064
28,1,MS,1,Internode,exposed,0.000371,1.598697,0,,,,0.0465,0.00021
28,1,MS,1,Lamina,exposed,0.00346,1.740376,0,,,,0.14,0.00102
28,1,MS,1,Sheath,exposed,0.0006,4.202,0,,,,0.103,0.00068
28,1,MS,2,Internode,enclosed,0.0004,2.268523,0,,,,0.18,0.00033
28,1,MS,2,Lamina,exposed,0.0034,1.081935,0,,,,0.09,0.00083
28,1,MS,2,Sheath,exposed,0.0005,1.908369,0,,,,0.069,0.00021
28,1,MS,3,Internode,enclosed,0.00025,2.661352,0,,,,0.154,0.00014
28,1,MS,3,Lamina,exposed,0.00228,0.771557,0,,,,0.05,0.00053
28,1,MS,3,Sheath,exposed,0.000323,1.045897,0,,,,0.034744,0.000089
28,1,MS,4,Peduncle,enclosed,0.00159,1.710247,0,,,,0.17,0.00086
28,1,MS,4,Peduncle,exposed,0.000811,1.735275,0,,,,0.087103,0.000441
28,1,MS,5,Chaff,exposed,0.00075,6.269297,0,,,,0.21,0.00107
29,1,MS,0,Roots,enclosed,,,,16.884091,0.753754,0.000633,0.502137,0.009964
29,1,MS,1,Internode,enclosed,0.001129,1.560506,0,,,,0.1415,0.00064
29,1,MS,1,Internode,exposed,0.000371,1.597489,0,,,,0.0465,0.00021
29,1,MS,1,Lamina,exposed,0.00346,1.731338,0,,,,0.14,0.00102
29,1,MS,1,Sheath,exposed,0.0006,4.191912,0,,,,0.103,0.00068
29,1,MS,2,Internode,enclosed,0.0004,2.28256,0,,,,0.18,0.00033
29,1,MS,2,Lamina,exposed,0.0034,1.075999,0,,,,0.09,0.00083
29,1,MS,2,Sheath,exposed,0.0005,1.905556,0,,,,0.069,0.00021
29,1,MS,3,Internode,enclosed,0.00025,2.679671,0,,,,0.154,0.00014
29,1,MS,3,Lamina,exposed,0.00228,0.76741,0,,,,0.05,0.00053
29,1,MS,3,Sheath,exposed,0.000323,1.0448,0,,,,0.034744,0.000089
29,1,MS,4,Peduncle,enclosed,0.00159,1.707431,0,,,,0.17,0.00086
29,1,MS,4,Peduncle,exposed,0.000811,1.732104,0,,,,0.087103,0.000441
29,1,MS,5,Chaff,exposed,0.00075,6.254421,0,,,,0.21,0.00107
30,1,MS,0,Roots,enclosed,,,,16.884091,0.753754,0.000633,0.502137,0.009964
30,1,MS,1,Internode,enclosed,0.001129,1.559934,0,,,,0.1415,0.00064
30,1,MS,1,Internode,exposed,0.000371,1.59641,0,,,,0.0465,0.00021
30,1,MS,1,Lamina,exposed,0.00346,1.722957,0,,,,0.14,0.00102
30,1,MS,1,Sheath,exposed,0.0006,4.182097,0,,,,0.103,0.00068
30,1,MS,2,Internode,enclosed,0.0004,2.296583,0,,,,0.18,0.00033
30,1,MS,2,Lamina,exposed,0.0034,1.070602,0,,,,0.09,0.00083
30,1,MS,2,Sheath,exposed,0.0005,1.902909,0,,,,0.069,0.00021
30,1,MS,3,Internode,enclosed,0.00025,2.697951,0,,,,0.154,0.00014
30,1,MS,3,Lamina,exposed,0.00228,0.763655,0,,,,0.05,0.00053
30,1,MS,3,Sheath,exposed,0.000323,1.043841,0,,,,0.034744,0.000089
30,1,MS,4,Peduncle,enclosed,0.00159,1.704865,0,,,,0.17,0.00086
30,1,MS,4,Peduncle,exposed,0.000811,1.729174,0,,,,0.087103,0.000441
30,1,MS,5,Chaff,exposed,0.00075,6.23985,0,,,,0.21,0.00107
31,1,MS,0,Roots,enclosed,,,,16.927836,0.755707,0.000633,0.502034,0.009962
31,1,MS,1,Internode,enclosed,0.001129,1.559469,0,,,,0.1415,0.00064
31,1,MS,1,Internode,exposed,0.000371,1.595421,0,,,,0.0465,0.00021
31,1,MS,1,Lamina,exposed,0.00346,1.715022,0,,,,0.14,0.00102
31,1,MS,1,Sheath,exposed,0.0006,4.172443,0,,,,0.103,0.00068
31,1,MS,2,Internode,enclosed,0.0004,2.310383,0,,,,0.18,0.00033
31,1,MS,2,Lamina,exposed,0.0034,1.065586,0,,,,0.09,0.00083
31,1,MS,2,Sheath,exposed,0.0005,1.900372,0,,,,0.069,0.00021
31,1,MS,3,Internode,enclosed,0.00025,2.715934,0,,,,0.154,0.00014
31,1,MS,3,Lamina,exposed,0.00228,0.760195,0,,,,0.05,0.00053
31,1,MS,3,Sheath,exposed,0.000323,1.042992,0,,,,0.034744,0.000089
31,1,MS,4,Peduncle,enclosed,0.00159,1.702461,0,,,,0.17,0.00086
31,1,MS,4,Peduncle,exposed,0.000811,1.726413,0,,,,0.087103,0.000441
31,1,MS,5,Chaff,exposed,0.00075,6.225381,0,,,,0.21,0.00107
32,1,MS,0,Roots,enclosed,,,,16.927836,0.755707,0.000633,0.502034,0.009962
32,1,MS,1,Internode,enclosed,0.001129,1.559064,0,,,,0.1415,0.00064
32,1,MS,1,Internode,exposed,0.000371,1.5945,0,,,,0.0465,0.00021
32,1,MS,1,Lamina,exposed,0.00346,1.707445,0,,,,0.14,0.00102
32,1,MS,1,Sheath,exposed,0.0006,4.162901,0,,,,0.103,0.00068
32,1,MS,2,Internode,enclosed,0.0004,2.323813,0,,,,0.18,0.00033
32,1,MS,2,Lamina,exposed,0.0034,1.060884,0,,,,0.09,0.00083
32,1,MS,2,Sheath,exposed,0.0005,1.89791,0,,,,0.069,0.00021
32,1,MS,3,Internode,enclosed,0.00025,2.733436,0,,,,0.154,0.00014
32,1,MS,3,Lamina,exposed,0.00228,0.756986,0,,,,0.05,0.00053
32,1,MS,3,Sheath,exposed,0.000323,1.042231,0,,,,0.034744,0.000089
32,1,MS,4,Peduncle,enclosed,0.00159,1.700163,0,,,,0.17,0.00086
32,1,MS,4,Peduncle,exposed,0.000811,1.723788,0,,,,0.087103,0.000441
32,1,MS,5,Chaff,exposed,0.00075,6.21092,0,,,,0.21,0.00107
33,1,MS,0,Roots,enclosed,,,,16.946173,0.756526,0.000633,0.501931,0.00996
33,1,MS,1,Internode,enclosed,0.001129,1.558685,0,,,,0.1415,0.00064
33,1,MS,1,Internode,exposed,0.000371,1.593629,0,,,,0.0465,0.00021
33,1,MS,1,Lamina,exposed,0.00346,1.700133,0,,,,0.14,0.00102
33,1,MS,1,Sheath,exposed,0.0006,4.15342,0,,,,0.103,0.00068
33,1,MS,2,Internode,enclosed,0.0004,2.336768,0,,,,0.18,0.00033
33,1,MS,2,Lamina,exposed,0.0034,1.056428,0,,,,0.09,0.00083
33,1,MS,2,Sheath,exposed,0.0005,1.895496,0,,,,0.069,0.00021
33,1,MS,3,Internode,enclosed,0.00025,2.750328,0,,,,0.154,0.00014
33,1,MS,3,Lamina,exposed,0.00228,0.753983,0,,,,0.05,0.00053
33,1,MS,3,Sheath,exposed,0.000323,1.041537,0,,,,0.034744,0.000089
33,1,MS,4,Peduncle,enclosed,0.00159,1.697934,0,,,,0.17,0.00086
33,1,MS,4,Peduncle,exposed,0.000811,1.721263,0,,,,0.087103,0.000441
33,1,MS,5,Chaff,exposed,0.00075,6.196382,0,,,,0.21,0.00107
34,1,MS,0,Roots,enclosed,,,,16.946173,0.756526,0.000633,0.501931,0.00996
34,1,MS,1,Internode,enclosed,0.001129,1.558306,0,,,,0.1415,0.00064
34,1,MS,1,Internode,exposed,0.000371,1.592792,0,,,,0.0465,0.00021
34,1,MS,1,Lamina,exposed,0.00346,1.693021,0,,,,0.14,0.00102
34,1,MS,1,Sheath,exposed,0.0006,4.143965,0,,,,0.103,0.00068
34,1,MS,2,Internode,enclosed,0.0004,2.349185,0,,,,0.18,0.00033
34,1,MS,2,Lamina,exposed,0.0034,1.052163,0,,,,0.09,0.00083
34,1,MS,2,Sheath,exposed,0.0005,1.893109,0,,,,0.069,0.00021
34,1,MS,3,Internode,enclosed,0.00025,2.766531,0,,,,0.154,0.00014
34,1,MS,3,Lamina,exposed,0.00228,0.75115,0,,,,0.05,0.00053
34,1,MS,3,Sheath,exposed,0.000323,1.040896,0,,,,0.034744,0.000089
34,1,MS,4,Peduncle,enclosed,0.00159,1.695742,0,,,,0.17,0.00086
34,1,MS,4,Peduncle,exposed,0.000811,1.718811,0,,,,0.087103,0.000441
34,1,MS,5,Chaff,exposed,0.00075,6.181719,0,,,,0.21,0.00107
35,1,MS,0,Roots,enclosed,,,,16.937732,0.756149,0.000632,0.501828,0.009958
35,1,MS,1,Internode,enclosed,0.001129,1.55791,0,,,,0.1415,0.00064
35,1,MS,1,Internode,exposed,0.000371,1.591977,0,,,,0.0465,0.00021
35,1,MS,1,Lamina,exposed,0.00346,1.686064,0,,,,0.14,0.00102
35,1,MS,1,Sheath,exposed,0.0006,4.134513,0,,,,0.103,0.00068
35,1,MS,2,Internode,enclosed,0.0004,2.361039,0,,,,0.18,0.00033
35,1,MS,2,Lamina,exposed,0.0034,1.048051,0,,,,0.09,0.00083
35,1,MS,2,Sheath,exposed,0.0005,1.890734,0,,,,0.069,0.00021
35,1,MS,3,Internode,enclosed,0.00025,2.782008,0,,,,0.154,0.00014
35,1,MS,3,Lamina,exposed,0.00228,0.748457,0,,,,0.05,0.00053
35,1,MS,3,Sheath,exposed,0.000323,1.0403,0,,,,0.034744,0.000089
35,1,MS,4,Peduncle,enclosed,0.00159,1.693565,0,,,,0.17,0.00086
35,1,MS,4,Peduncle,exposed,0.000811,1.716411,0,,,,0.087103,0.000441
35,1,MS,5,Chaff,exposed,0.00075,6.166907,0,,,,0.21,0.00107
36,1,MS,0,Roots,enclosed,,,,16.937732,0.756149,0.000632,0.501828,0.009958
36,1,MS,1,Internode,enclosed,0.001129,1.557486,0,,,,0.1415,0.00064
36,1,MS,1,Internode,exposed,0.000371,1.591176,0,,,,0.0465,0.00021
36,1,MS,1,Lamina,exposed,0.00346,1.679229,0,,,,0.14,0.00102
36,1,MS,1,Sheath,exposed,0.0006,4.125053,0,,,,0.103,0.00068
36,1,MS,2,Internode,enclosed,0.0004,2.372333,0,,,,0.18,0.00033
36,1,MS,2,Lamina,exposed,0.0034,1.044062,0,,,,0.09,0.00083
36,1,MS,2,Sheath,exposed,0.0005,1.88836,0,,,,0.069,0.00021
36,1,MS,3,Internode,enclosed,0.00025,2.796759,0,,,,0.154,0.00014
36,1,MS,3,Lamina,exposed,0.00228,0.745882,0,,,,0.05,0.00053
36,1,MS,3,Sheath,exposed,0.000323,1.039739,0,,,,0.034744,0.000089
36,1,MS,4,Peduncle,enclosed,0.00159,1.691388,0,,,,0.17,0.00086
36,1,MS,4,Peduncle,exposed,0.000811,1.714049,0,,,,0.087103,0.000441
36,1,MS,5,Chaff,exposed,0.00075,6.151947,0,,,,0.21,0.00107
37,1,MS,0,Roots,enclosed,,,,16.907991,0.754821,0.000632,0.501724,0.009956
37,1,MS,1,Internode,enclosed,0.001129,1.569326,0,,,,0.1415,0.00064
37,1,MS,1,Internode,exposed,0.000371,1.606192,0,,,,0.0465,0.00021
37,1,MS,1,Lamina,exposed,0.00346,1.709294,0,,,,0.14,0.00102
37,1,MS,1,Sheath,exposed,0.0006,4.135719,0,,,,0.103,0.00068
37,1,MS,2,Internode,enclosed,0.0004,2.39664,0,,,,0.18,0.00033
37,1,MS,2,Lamina,exposed,0.0034,1.060572,0,,,,0.09,0.00083
37,1,MS,2,Sheath,exposed,0.0005,1.900266,0,,,,0.069,0.00021
37,1,MS,3,Internode,enclosed,0.00025,2.823758,0,,,,0.154,0.00014
37,1,MS,3,Lamina,exposed,0.00228,0.758457,0,,,,0.05,0.00053
37,1,MS,3,Sheath,exposed,0.000323,1.052746,0,,,,0.034744,0.000089
37,1,MS,4,Peduncle,enclosed,0.00159,1.703346,0,,,,0.17,0.00086
37,1,MS,4,Peduncle,exposed,0.000811,1.740171,0,,,,0.087103,0.000441
37,1,MS,5,Chaff,exposed,0.00075,6.176494,0,,,,0.21,0.00107
38,1,MS,0,Roots,enclosed,,,,16.907991,0.754821,0.000632,0.501724,0.009956
38,1,MS,1,Internode,enclosed,0.001129,1.571126,0,,,,0.1415,0.00064
38,1,MS,1,Internode,exposed,0.000371,1.608639,0,,,,0.0465,0.00021
38,1,MS,1,Lamina,exposed,0.00346,1.702662,0,,,,0.14,0.00102
38,1,MS,1,Sheath,exposed,0.0006,4.129211,0,,,,0.103,0.00068
38,1,MS,2,Internode,enclosed,0.0004,2.410815,0,,,,0.18,0.00033
38,1,MS,2,Lamina,exposed,0.0034,1.05782,0,,,,0.09,0.00083
38,1,MS,2,Sheath,exposed,0.0005,1.900597,0,,,,0.069,0.00021
38,1,MS,3,Internode,enclosed,0.00025,2.841564,0,,,,0.154,0.00014
38,1,MS,3,Lamina,exposed,0.00228,0.757657,0,,,,0.05,0.00053
38,1,MS,3,Sheath,exposed,0.000323,1.055106,0,,,,0.034744,0.000089
38,1,MS,4,Peduncle,enclosed,0.00159,1.703285,0,,,,0.17,0.00086
38,1,MS,4,Peduncle,exposed,0.000811,1.742339,0,,,,0.087103,0.000441
38,1,MS,5,Chaff,exposed,0.00075,6.165658,0,,,,0.21,0.00107
39,1,MS,0,Roots,enclosed,,,,16.869329,0.753095,0.000632,0.501619,0.009954
39,1,MS,1,Internode,enclosed,0.001129,1.571532,0,,,,0.1415,0.00064
39,1,MS,1,Internode,exposed,0.000371,1.609358,0,,,,0.0465,0.00021
39,1,MS,1,Lamina,exposed,0.00346,1.692935,0,,,,0.14,0.00102
39,1,MS,1,Sheath,exposed,0.0006,4.120871,0,,,,0.103,0.00068
39,1,MS,2,Internode,enclosed,0.0004,2.424132,0,,,,0.18,0.00033
39,1,MS,2,Lamina,exposed,0.0034,1.053107,0,,,,0.09,0.00083
39,1,MS,2,Sheath,exposed,0.0005,1.899331,0,,,,0.069,0.00021
39,1,MS,3,Internode,enclosed,0.00025,2.858838,0,,,,0.154,0.00014
39,1,MS,3,Lamina,exposed,0.00228,0.75514,0,,,,0.05,0.00053
39,1,MS,3,Sheath,exposed,0.000323,1.055911,0,,,,0.034744,0.000089
39,1,MS,4,Peduncle,enclosed,0.00159,1.701687,0,,,,0.17,0.00086
39,1,MS,4,Peduncle,exposed,0.000811,1.741634,0,,,,0.087103,0.000441
39,1,MS,5,Chaff,exposed,0.00075,6.151529,0,,,,0.21,0.00107
40,1,MS,0,Roots,enclosed,,,,16.869329,0.753095,0.000632,0.501619,0.009954
40,1,MS,1,Internode,enclosed,0.001129,1.571953,0,,,,0.1415,0.00064
40,1,MS,1,Internode,exposed,0.000371,1.609938,0,,,,0.0465,0.00021
40,1,MS,1,Lamina,exposed,0.00346,1.683893,0,,,,0.14,0.00102
40,1,MS,1,Sheath,exposed,0.0006,4.112537,0,,,,0.103,0.00068
40,1,MS,2,Internode,enclosed,0.0004,2.437886,0,,,,0.18,0.00033
40,1,MS,2,Lamina,exposed,0.0034,1.048515,0,,,,0.09,0.00083
40,1,MS,2,Sheath,exposed,0.0005,1.898024,0,,,,0.069,0.00021
40,1,MS,3,Internode,enclosed,0.00025,2.87669,0,,,,0.154,0.00014
40,1,MS,3,Lamina,exposed,0.00228,0.752603,0,,,,0.05,0.00053
40,1,MS,3,Sheath,exposed,0.000323,1.056615,0,,,,0.034744,0.000089
40,1,MS,4,Peduncle,enclosed,0.00159,1.700148,0,,,,0.17,0.00086
40,1,MS,4,Peduncle,exposed,0.000811,1.740614,0,,,,0.087103,0.000441
40,1,MS,5,Chaff,exposed,0.00075,6.137618,0,,,,0.21,0.00107
41,1,MS,0,Roots,enclosed,,,,16.837501,0.751674,0.000632,0.501513,0.009952
41,1,MS,1,Internode,enclosed,0.001129,1.572639,0,,,,0.1415,0.00064
41,1,MS,1,Internode,exposed,0.000371,1.610669,0,,,,0.0465,0.00021
41,1,MS,1,Lamina,exposed,0.00346,1.675792,0,,,,0.14,0.00102
41,1,MS,1,Sheath,exposed,0.0006,4.104465,0,,,,0.103,0.00068
41,1,MS,2,Internode,enclosed,0.0004,2.452126,0,,,,0.18,0.00033
41,1,MS,2,Lamina,exposed,0.0034,1.044298,0,,,,0.09,0.00083
41,1,MS,2,Sheath,exposed,0.0005,1.896959,0,,,,0.069,0.00021
41,1,MS,3,Internode,enclosed,0.00025,2.895107,0,,,,0.154,0.00014
41,1,MS,3,Lamina,exposed,0.00228,0.750302,0,,,,0.05,0.00053
41,1,MS,3,Sheath,exposed,0.000323,1.057483,0,,,,0.034744,0.000089
41,1,MS,4,Peduncle,enclosed,0.00159,1.69889,0,,,,0.17,0.00086
41,1,MS,4,Peduncle,exposed,0.000811,1.739691,0,,,,0.087103,0.000441
41,1,MS,5,Chaff,exposed,0.00075,6.124221,0,,,,0.21,0.00107
42,1,MS,0,Roots,enclosed,,,,16.837501,0.751674,0.000632,0.501513,0.009952
42,1,MS,1,Internode,enclosed,0.001129,1.573471,0,,,,0.1415,0.00064
42,1,MS,1,Internode,exposed,0.000371,1.61152,0,,,,0.0465,0.00021
42,1,MS,1,Lamina,exposed,0.00346,1.668554,0,,,,0.14,0.00102
42,1,MS,1,Sheath,exposed,0.0006,4.096682,0,,,,0.103,0.00068
42,1,MS,2,Internode,enclosed,0.0004,2.466648,0,,,,0.18,0.00033
42,1,MS,2,Lamina,exposed,0.0034,1.04046,0,,,,0.09,0.00083
42,1,MS,2,Sheath,exposed,0.0005,1.896041,0,,,,0.069,0.00021
42,1,MS,3,Internode,enclosed,0.00025,2.913867,0,,,,0.154,0.00014
42,1,MS,3,Lamina,exposed,0.00228,0.748206,0,,,,0.05,0.00053
42,1,MS,3,Sheath,exposed,0.000323,1.058461,0,,,,0.034744,0.000089
42,1,MS,4,Peduncle,enclosed,0.00159,1.697829,0,,,,0.17,0.00086
42,1,MS,4,Peduncle,exposed,0.000811,1.738998,0,,,,0.087103,0.000441
42,1,MS,5,Chaff,exposed,0.00075,6.111516,0,,,,0.21,0.00107
43,1,MS,0,Roots,enclosed,,,,16.835846,0.7516,0.000632,0.501407,0.00995
43,1,MS,1,Internode,enclosed,0.001129,1.575284,0,,,,0.1415,0.00064
43,1,MS,1,Internode,exposed,0.000371,1.613058,0,,,,0.0465,0.00021
43,1,MS,1,Lamina,exposed,0.00346,1.660708,0,,,,0.14,0.00102
43,1,MS,1,Sheath,exposed,0.0006,4.089321,0,,,,0.103,0.00068
43,1,MS,2,Internode,enclosed,0.0004,2.482218,0,,,,0.18,0.00033
43,1,MS,2,Lamina,exposed,0.0034,1.036908,0,,,,0.09,0.00083
43,1,MS,2,Sheath,exposed,0.0005,1.896026,0,,,,0.069,0.00021
43,1,MS,3,Internode,enclosed,0.00025,2.933786,0,,,,0.154,0.00014
43,1,MS,3,Lamina,exposed,0.00228,0.746806,0,,,,0.05,0.00053
43,1,MS,3,Sheath,exposed,0.000323,1.060441,0,,,,0.034744,0.000089
43,1,MS,4,Peduncle,enclosed,0.00159,1.69766,0,,,,0.17,0.00086
43,1,MS,4,Peduncle,exposed,0.000811,1.737933,0,,,,0.087103,0.000441
43,1,MS,5,Chaff,exposed,0.00075,6.098021,0,,,,0.21,0.00107
44,1,MS,0,Roots,enclosed,,,,16.835846,0.7516,0.000632,0.501407,0.00995
44,1,MS,1,Internode,enclosed,0.001129,1.577069,0,,,,0.1415,0.00064
44,1,MS,1,Internode,exposed,0.000371,1.614598,0,,,,0.0465,0.00021
44,1,MS,1,Lamina,exposed,0.00346,1.653484,0,,,,0.14,0.00102
44,1,MS,1,Sheath,exposed,0.0006,4.082043,0,,,,0.103,0.00068
44,1,MS,2,Internode,enclosed,0.0004,2.497738,0,,,,0.18,0.00033
44,1,MS,2,Lamina,exposed,0.0034,1.033507,0,,,,0.09,0.00083
44,1,MS,2,Sheath,exposed,0.0005,1.896001,0,,,,0.069,0.00021
44,1,MS,3,Internode,enclosed,0.00025,2.953675,0,,,,0.154,0.00014
44,1,MS,3,Lamina,exposed,0.00228,0.745411,0,,,,0.05,0.00053
44,1,MS,3,Sheath,exposed,0.000323,1.062423,0,,,,0.034744,0.000089
44,1,MS,4,Peduncle,enclosed,0.00159,1.697467,0,,,,0.17,0.00086
44,1,MS,4,Peduncle,exposed,0.000811,1.736976,0,,,,0.087103,0.000441
44,1,MS,5,Chaff,exposed,0.00075,6.08499,0,,,,0.21,0.00107
45,1,MS,0,Roots,enclosed,,,,16.848684,0.752173,0.000632,0.501302,0.009948
45,1,MS,1,Internode,enclosed,0.001129,1.579332,0,,,,0.1415,0.00064
45,1,MS,1,Internode,exposed,0.000371,1.61651,0,,,,0.0465,0.00021
45,1,MS,1,Lamina,exposed,0.00346,1.646019,0,,,,0.14,0.00102
45,1,MS,1,Sheath,exposed,0.0006,4.074948,0,,,,0.103,0.00068
45,1,MS,2,Internode,enclosed,0.0004,2.513616,0,,,,0.18,0.00033
45,1,MS,2,Lamina,exposed,0.0034,1.030322,0,,,,0.09,0.00083
45,1,MS,2,Sheath,exposed,0.0005,1.896369,0,,,,0.069,0.00021
45,1,MS,3,Internode,enclosed,0.00025,2.973925,0,,,,0.154,0.00014
45,1,MS,3,Lamina,exposed,0.00228,0.744374,0,,,,0.05,0.00053
45,1,MS,3,Sheath,exposed,0.000323,1.064889,0,,,,0.034744,0.000089
45,1,MS,4,Peduncle,enclosed,0.00159,1.697655,0,,,,0.17,0.00086
45,1,MS,4,Peduncle,exposed,0.000811,1.735935,0,,,,0.087103,0.000441
45,1,MS,5,Chaff,exposed,0.00075,6.071538,0,,,,0.21,0.00107
46,1,MS,0,Roots,enclosed,,,,16.848684,0.752173,0.000632,0.501302,0.009948
46,1,MS,1,Internode,enclosed,0.001129,1.58149,0,,,,0.1415,0.00064
46,1,MS,1,Internode,exposed,0.000371,1.618387,0,,,,0.0465,0.00021
46,1,MS,1,Lamina,exposed,0.00346,1.639051,0,,,,0.14,0.00102
46,1,MS,1,Sheath,exposed,0.0006,4.067861,0,,,,0.103,0.00068
46,1,MS,2,Internode,enclosed,0.0004,2.529226,0,,,,0.18,0.00033
46,1,MS,2,Lamina,exposed,0.0034,1.027208,0,,,,0.09,0.00083
